id,Gender,gender,Age,Under 30,Senior Citizen,*age,age,Married,married,Dependents,Number of Dependents,*num_depnd,num_dep,City,Lat Long,Latitude,Longitude,location,Population,,Satisfaction Score,*score,score,Referred a Friend,Number of Referrals,*num_ref,num_ref,Tenure in Months,,,Offer,,,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category,is_test,is_train,is_train_and_na_churn
5510-BOIUJ,NA,,29,Yes,No,29,29,Yes,,No,0,0,,Wasco,"35.652242, -119.4464",NA,-119.4464,,NA,,NA,,,Yes,7,7,7,46,,,Offer B,,,NA,31.88,No,Yes,DSL,53,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69.1,NA,0,0,1466.48,4634.48,No Churn,NA,TRUE,0
0295-PPHDO,Female,,34,No,No,34,34,Yes,,NA,0,0,,Wofford Heights,NA,35.690535,-118.552784,,2515,,NA,,,Yes,5,5,5,NA,,,None,,,Yes,4.15,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,669.45,NA,0,136.95,806.4,NA,NA,TRUE,1
1455-ESIQH,Male,,60,No,No,60,60,NA,,Yes,2,2,,Woodlake,"36.464635, -119.094348",36.464635,NA,,NA,,3,,,Yes,5,5,5,39,,,None,,,Yes,13.8,NA,Yes,DSL,13,Yes,Yes,Yes,No,No,No,NA,No,One Year,No,Bank Withdrawal,59.8,2343.85,NA,140,538.2,NA,No Churn,NA,TRUE,0
3088-FVYWK,Female,,51,No,No,51,51,No,,No,0,0,,Visalia,"36.391777, -119.372842",36.391777,-119.372842,,36718,,NA,,,No,0,0,0,NA,,,Offer E,,,Yes,7.99,No,Yes,Cable,11,No,NA,No,No,NA,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.6,48.6,0,0,7.99,56.59,NA,NA,TRUE,1
0519-DRGTI,Male,,22,Yes,No,22,22,NA,,No,0,0,,Bakersfield,"35.339796, -119.023552",35.339796,NA,,44588,,4,,,NA,0,0,0,65,,,Offer B,,,Yes,20.43,NA,No,None,0,No,No,No,No,No,No,No,No,NA,Yes,Bank Withdrawal,25.1,1725,0,0,1327.95,3052.95,No Churn,NA,TRUE,0
0374-IOEGQ,Male,,NA,No,No,NA,NA,No,,No,NA,0,,Bakersfield,NA,35.391733,-118.984109,,35643,,NA,,,NA,NA,0,0,1,,,Offer E,,,NA,NA,No,Yes,DSL,NA,NA,No,No,No,No,NA,No,Yes,Month-to-Month,No,Bank Withdrawal,49.75,49.75,NA,0,41.79,91.54,No Churn,NA,TRUE,0
8788-DOXSU,Male,,NA,NA,No,NA,NA,Yes,,No,0,0,,NA,"35.449881, -118.841442",35.449881,-118.841442,,53481,,4,,,Yes,1,1,1,18,,,NA,,,Yes,NA,Yes,NA,NA,16,No,No,No,No,Yes,NA,Yes,Yes,NA,Yes,Bank Withdrawal,94.75,1691.9,0,0,615.06,2306.96,NA,NA,TRUE,1
3325-FUYCG,Male,,54,No,No,54,54,Yes,,No,0,0,,Bakersfield,NA,35.280113,-118.962329,,59195,,5,,,NA,7,7,7,24,,,None,,,Yes,46.91,Yes,Yes,NA,20,NA,No,No,No,Yes,Yes,Yes,No,NA,Yes,Bank Withdrawal,93,2248.05,0,40,NA,3413.89,No Churn,NA,TRUE,0
4277-UDIEF,Male,,NA,Yes,NA,24,24,No,,No,NA,0,,Bakersfield,"35.559617, -118.925185",35.559617,-118.925185,,44915,,NA,,,NA,0,0,0,63,,,Offer B,,,Yes,42.59,Yes,Yes,DSL,85,Yes,No,Yes,Yes,NA,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,71.9,4479.2,0,NA,2683.17,7162.37,No Churn,NA,TRUE,0
6519-CFDBX,Female,,39,No,NA,39,39,No,,Yes,3,3,,Bakersfield,"35.342891, -119.064803",35.342891,-119.064803,,NA,,3,,,No,0,0,0,44,,,Offer B,,,Yes,NA,Yes,Yes,DSL,26,No,Yes,NA,No,NA,Yes,Yes,Yes,One Year,Yes,Credit Card,77.55,3471.1,0,0,223.08,3694.18,NA,NA,TRUE,1
0080-EMYVY,Female,,43,No,No,43,43,Yes,,Yes,2,2,,Bakersfield,"35.140938, -119.051348",35.140938,-119.051348,,25126,,4,,,NA,0,0,0,37,,,None,,,Yes,1.6,NA,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,3314.15,0,0,59.2,3373.35,NA,TRUE,NA,0
2259-OUUSZ,Male,,59,No,No,59,59,No,,No,0,0,,Los Osos,"35.279984, -120.824288",35.279984,-120.824288,,NA,,4,,,No,0,0,0,34,,,None,,,No,0,NA,Yes,Cable,28,No,NA,NA,No,No,No,NA,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,NA,0,0,NA,852.7,No Churn,NA,TRUE,0
8755-IWJHN,Male,,53,No,No,53,53,Yes,,No,0,0,,San Luis Obispo,"35.236549, -120.727344",35.236549,-120.727344,,31982,,3,,,Yes,5,5,5,NA,,,None,,,No,0,No,Yes,DSL,30,Yes,NA,Yes,No,Yes,Yes,Yes,Yes,One Year,NA,NA,53.15,1930.9,0,0,0,1930.9,NA,NA,TRUE,1
2056-EVGZL,Female,,35,No,No,35,35,Yes,,No,0,0,,Arroyo Grande,"35.176236, -120.483243",35.176236,NA,,24499,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1
6285-FTQBF,Female,,NA,No,No,NA,NA,Yes,,No,0,0,,Buellton,"34.631362, -120.238218",34.631362,-120.238218,,4644,,4,,,Yes,1,1,1,61,,,Offer B,,,Yes,40.37,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,NA,Bank Withdrawal,25.3,NA,0,NA,2462.57,4017.47,No Churn,NA,TRUE,0
3086-RUCRN,NA,,NA,No,No,NA,NA,Yes,,No,0,0,,Cambria,"35.591387, -121.032256",35.591387,-121.032256,,NA,,4,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
7964-VEXDG,NA,,NA,No,No,NA,NA,No,,No,0,0,,Casmalia,"34.866032, -120.536546",34.866032,-120.536546,,210,,3,,,No,0,0,0,4,,,None,,,Yes,NA,No,No,None,0,No,No,No,No,No,No,NA,No,One Year,No,Credit Card,NA,117.8,0,0,92.16,NA,No Churn,NA,TRUE,0
4282-ACRXS,Female,,28,Yes,No,28,28,Yes,,Yes,NA,2,,NA,NA,35.511833,NA,,3220,,5,,,Yes,3,3,3,64,,,Offer B,,,No,0,No,Yes,DSL,59,NA,NA,Yes,Yes,No,Yes,Yes,NA,Two Year,NA,Bank Withdrawal,49.85,3210.35,0,0,0,3210.35,No Churn,NA,TRUE,0
4237-CLSMM,Male,,43,No,No,43,43,No,,No,NA,0,,NA,NA,NA,NA,,NA,,4,,,No,0,0,0,NA,,,None,,,Yes,28.97,No,NA,Fiber Optic,16,No,No,No,No,No,No,No,No,NA,NA,Credit Card,69.6,NA,0,20,86.91,314.31,No Churn,NA,TRUE,0
6762-QVYJO,Male,,46,No,NA,46,46,Yes,,No,0,0,,Guadalupe,"34.936, -120.594655",NA,-120.594655,,5726,,3,,,Yes,5,5,5,40,,,NA,,,Yes,12.97,No,Yes,NA,24,No,Yes,Yes,No,NA,No,No,Yes,One Year,No,Bank Withdrawal,80.8,3132.75,0,0,518.8,3651.55,NA,TRUE,NA,0
7845-URHJN,Male,,21,Yes,No,21,21,Yes,,Yes,1,1,,NA,"35.634222, -120.728341",35.634222,-120.728341,,35586,,NA,,,Yes,6,6,6,45,,,NA,,,Yes,17.23,No,No,None,0,No,No,No,No,No,No,No,NA,Two Year,No,Bank Withdrawal,19.2,903.7,0,0,775.35,1679.05,NA,TRUE,NA,0
5318-IXUZF,Male,,NA,Yes,No,24,24,No,,No,NA,0,,San Ardo,"35.996008, -120.85305",35.996008,NA,,670,,3,,,No,0,0,0,43,,,Offer B,,,Yes,36.78,NA,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,NA,Credit Card,90.65,NA,0,0,NA,5463.84,NA,NA,TRUE,1
0902-XKXPN,Male,,24,Yes,No,24,24,Yes,,Yes,1,1,,San Miguel,"35.886767, -120.608661",35.886767,-120.608661,,2666,,3,,,Yes,5,5,5,NA,,,None,,,Yes,16.02,No,No,None,0,No,NA,No,No,No,No,No,No,Two Year,Yes,Credit Card,20,879.8,0,0,656.82,1536.62,No Churn,NA,TRUE,0
3154-HMWUU,Male,,58,No,No,58,58,No,,NA,0,0,,NA,"35.746484, -121.223355",35.746484,-121.223355,,471,,3,,,No,0,0,0,5,,,None,,,Yes,32.81,No,Yes,Fiber Optic,16,No,Yes,No,No,No,No,NA,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,383.65,NA,0,164.05,547.7,No Churn,NA,TRUE,0
7595-EUIVN,NA,,43,No,No,43,43,No,,No,0,0,,Santa Margarita,"35.303926, -120.256567",35.303926,NA,,2687,,NA,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
3771-PZOBW,Male,,47,No,No,47,47,No,,No,0,0,,NA,"34.943523, -120.256729",34.943523,NA,,30540,,4,,,No,0,0,0,4,,,None,,,Yes,6.86,No,No,None,0,No,No,NA,No,No,No,No,No,One Year,No,Credit Card,19.95,68.2,NA,0,27.44,95.64,NA,TRUE,NA,0
5346-BZCHP,Male,,43,NA,No,43,43,NA,,Yes,2,2,,NA,"34.818227, -120.418784",34.818227,-120.418784,,37364,,4,,,NA,2,2,2,9,,,None,,,Yes,44.46,NA,NA,DSL,24,No,Yes,NA,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,54.8,452.8,0,0,400.14,852.94,NA,TRUE,NA,0
4753-PADAS,Female,,42,No,No,42,42,Yes,,No,0,0,,Santa Ynez,"34.630356, -120.032564",34.630356,-120.032564,,5710,,3,,,Yes,7,7,7,33,,,None,,,Yes,48.09,No,Yes,DSL,9,No,NA,No,Yes,No,No,NA,Yes,One Year,Yes,Credit Card,51.45,1758.9,0,0,1586.97,NA,No Churn,NA,TRUE,0
6907-FLBER,Male,,41,No,No,41,41,No,,No,0,0,,California City,"35.151491, -117.927597",35.151491,-117.927597,,NA,,3,,,No,0,0,0,15,,,None,,,Yes,27.3,NA,Yes,Fiber Optic,18,No,NA,Yes,NA,Yes,No,NA,Yes,Month-to-Month,No,NA,85.3,1219.85,0,0,409.5,1629.35,No Churn,NA,TRUE,0
9330-VOFSZ,Female,,NA,No,No,NA,NA,Yes,,No,0,0,,Boron,"34.95703, -117.73045",34.95703,-117.73045,,2241,,5,,,Yes,8,8,8,19,,,None,,,Yes,7.84,Yes,Yes,Fiber Optic,16,No,No,NA,No,Yes,No,NA,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,1564.4,0,0,148.96,NA,NA,TRUE,NA,0
9916-AYHTC,Male,,40,No,No,40,40,No,,No,NA,0,,Bridgeport,"38.184583, -119.286558",NA,-119.286558,,826,,3,,,No,0,0,0,1,,,None,,,Yes,16.91,No,No,NA,0,No,No,No,No,NA,NA,NA,No,Month-to-Month,No,Credit Card,19.65,19.65,0,0,16.91,NA,No Churn,NA,TRUE,0
7665-NKLAV,Female,,NA,NA,No,NA,NA,No,,No,0,0,,Independence,"36.869584, -118.189241",36.869584,-118.189241,,734,,NA,,,No,0,0,0,12,,,None,,,Yes,41.78,No,No,None,0,No,NA,No,No,No,No,No,No,One Year,No,Credit Card,19.3,NA,0,0,501.36,730.11,No Churn,NA,TRUE,0
4531-AUZNK,Female,,41,No,No,41,41,NA,,No,0,0,,Temecula,NA,33.507255,-117.029473,,46171,,4,,,Yes,NA,1,1,70,,,None,,,NA,NA,Yes,Yes,Fiber Optic,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,NA,Bank Withdrawal,110.5,7752.05,0,NA,NA,9749.85,No Churn,NA,TRUE,0
0266-CLZKZ,Female,,38,No,No,38,38,No,,No,0,0,,June Lake,"37.730269, -119.055813",37.730269,-119.055813,,618,,NA,,,No,0,0,0,23,,,None,,,Yes,16.26,NA,No,NA,0,NA,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.3,NA,0,0,373.98,844.58,No Churn,NA,TRUE,0
1449-XQEMT,Male,,22,Yes,No,22,22,No,,Yes,1,1,,NA,"34.727529, -118.153098",34.727529,-118.153098,,35109,,3,,,No,0,0,0,2,,,Offer E,,,Yes,43.93,No,Yes,NA,59,No,No,No,No,No,NA,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,108.65,0,0,87.86,196.51,No Churn,NA,TRUE,0
4381-MHQDC,Female,,43,NA,No,43,43,Yes,,Yes,3,3,,NA,"37.890145, -119.184087",37.890145,-119.184087,,504,,5,,,Yes,5,5,5,24,,,None,,,Yes,46.3,No,No,None,NA,No,No,No,No,No,No,No,No,Two Year,Yes,NA,19.7,494.05,NA,0,1111.2,1605.25,No Churn,NA,TRUE,0
5442-XSDCW,Female,,44,No,No,44,44,No,,No,0,0,,Littlerock,"34.505273, -117.955054",34.505273,-117.955054,,NA,,NA,,,No,NA,0,0,32,,,NA,,,Yes,14.21,Yes,Yes,NA,28,No,Yes,Yes,No,NA,Yes,Yes,Yes,NA,Yes,NA,104.05,3416.85,0,0,454.72,3871.57,No Churn,NA,TRUE,0
7666-WKRON,Female,,44,NA,No,44,44,No,,No,0,0,,NA,NA,NA,NA,,NA,,3,,,No,0,0,0,27,,,None,,,Yes,10.55,No,Yes,NA,29,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,52.85,1498.65,0,0,284.85,1783.5,NA,NA,TRUE,1
4824-GUCBY,Male,,52,No,NA,52,52,NA,,NA,0,0,,NA,"37.550074, -118.837167",37.550074,-118.837167,,8217,,5,,,No,NA,0,0,58,,,None,,,Yes,44.67,Yes,Yes,Fiber Optic,8,No,No,No,Yes,No,NA,NA,Yes,NA,No,Bank Withdrawal,80.65,4807.35,0,0,2590.86,7398.21,No Churn,NA,TRUE,0
7531-GQHME,Female,,47,No,No,47,47,Yes,,Yes,3,3,,Palmdale,"34.613476, -118.256358",34.613476,-118.256358,,34045,,4,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
9361-YNQWJ,NA,,31,No,No,31,31,No,,No,0,0,,Temecula,"33.507255, -117.029473",33.507255,-117.029473,,46171,,3,,,No,0,0,0,67,,,None,,,Yes,4.72,No,No,None,0,No,No,NA,No,No,No,No,No,Two Year,Yes,Credit Card,19.8,1311.3,0,0,316.24,1627.54,No Churn,NA,TRUE,0
5143-EGQFK,Female,,56,NA,No,56,56,NA,,No,0,0,,Rosamond,"34.903052, -118.411251",34.903052,-118.411251,,14931,,4,,,No,0,0,0,10,,,NA,,,Yes,23.84,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.9,199.45,0,0,238.4,437.85,No Churn,NA,TRUE,0
6502-HCJTI,Male,,45,No,NA,45,45,Yes,,NA,2,2,,Valyermo,"34.39583, -117.734568",34.39583,-117.734568,,413,,3,,,Yes,7,7,7,72,,,None,,,Yes,2.75,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.4,NA,0,0,198,6574.55,NA,NA,TRUE,1
2050-ONYDQ,Female,,19,Yes,No,19,19,Yes,,Yes,NA,2,,Palmdale,"34.598221, -117.79593",34.598221,-117.79593,,6787,,5,,,Yes,2,2,2,NA,,,None,,,Yes,NA,No,No,None,NA,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,NA,935.9,0,0,468.96,1404.86,No Churn,NA,TRUE,0
7931-PXHFC,Male,,56,No,No,56,56,No,,No,0,0,,Ahwahnee,"37.375816, -119.739935",NA,-119.739935,,NA,,5,,,No,0,0,0,NA,,,None,,,NA,13.51,No,No,None,0,No,No,NA,NA,NA,No,No,No,Month-to-Month,No,NA,20.05,20.05,NA,NA,13.51,33.56,No Churn,NA,TRUE,0
8650-RHRKE,Male,,29,Yes,No,29,29,Yes,,Yes,1,1,,Auberry,"36.991762, -119.242874",36.991762,-119.242874,,3464,,NA,,,Yes,NA,1,1,18,,,None,,,Yes,10.29,No,Yes,DSL,59,Yes,NA,Yes,NA,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.25,1611.15,0,0,185.22,1796.37,No Churn,NA,TRUE,0
7018-WBJNK,Male,,52,No,No,52,52,NA,,Yes,1,1,,Big Creek,"37.17277, -119.2997",37.17277,NA,,NA,,3,,,Yes,3,3,3,69,,,None,,,No,0,No,NA,DSL,11,Yes,No,Yes,NA,No,No,No,NA,Two Year,No,Credit Card,39.1,2779.5,NA,NA,0,2779.5,No Churn,NA,TRUE,0
0812-WUPTB,Female,,56,No,No,56,56,Yes,,Yes,1,1,,NA,"36.917652, -119.593757",36.917652,-119.593757,,46858,,NA,,,Yes,NA,1,1,61,,,None,,,Yes,34.84,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.2,NA,0,0,2125.24,3570.44,No Churn,NA,TRUE,0
8189-HBVRW,Female,,24,Yes,No,24,24,No,,No,0,0,,NA,NA,NA,NA,,NA,,3,,,NA,0,0,0,21,,,None,,,Yes,24.86,Yes,Yes,Fiber Optic,48,No,NA,No,No,Yes,Yes,Yes,Yes,Month-to-Month,NA,Credit Card,99.85,1992.55,0,0,522.06,NA,NA,NA,TRUE,1
9574-BOSMD,Female,,50,NA,No,50,50,No,,NA,0,0,,Dos Palos,"37.045728, -120.630682",NA,-120.630682,,9388,,3,,,No,0,0,0,47,,,None,,,Yes,8.85,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,NA,Credit Card,20.25,NA,0,0,415.95,1445.75,No Churn,NA,TRUE,0
3402-XRIUO,Male,,NA,No,No,NA,NA,NA,,Yes,2,2,,NA,NA,NA,NA,,NA,,3,,,NA,5,5,5,69,,,None,,,Yes,11.6,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,26,1796.55,0,0,800.4,2596.95,No Churn,NA,TRUE,0
8327-LZKAS,NA,,56,No,No,56,56,No,,No,0,0,,Firebaugh,NA,36.785618,-120.625382,,9491,,5,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,0
1304-SEGFY,Male,,42,No,No,42,42,No,,No,0,0,,Helm,NA,36.520537,-120.118055,,152,,5,,,No,0,0,0,22,,,Offer D,,,Yes,10.36,No,No,None,0,No,NA,No,NA,NA,No,NA,No,NA,No,Credit Card,20.3,475.1,0,NA,227.92,703.02,No Churn,NA,TRUE,0
9214-EKVXR,Female,,29,Yes,No,29,29,Yes,,Yes,3,3,,Kingsburg,"36.478239, -119.52137",36.478239,-119.52137,,14088,,4,,,Yes,NA,1,1,48,,,None,,,No,0,No,Yes,DSL,52,NA,Yes,NA,Yes,No,No,No,No,Two Year,No,Credit Card,39.4,1978.65,NA,130,0,2108.65,NA,NA,TRUE,1
8875-AKBYH,Female,,33,No,NA,33,33,No,,No,0,0,,Los Banos,"36.995162, -120.955099",36.995162,-120.955099,,NA,,NA,,,No,0,0,0,3,,,Offer E,,,Yes,25.4,No,NA,Fiber Optic,10,No,No,NA,No,No,No,NA,Yes,Month-to-Month,Yes,Bank Withdrawal,70.25,229.7,NA,0,76.2,305.9,No Churn,NA,TRUE,0
2888-ADFAO,Female,,46,No,No,46,46,Yes,,No,0,0,,Miramonte,"36.696759, -119.024051",NA,-119.024051,,571,,NA,,,Yes,7,7,7,65,,,None,,,Yes,10.23,No,Yes,Cable,NA,No,No,No,Yes,Yes,NA,No,Yes,Two Year,Yes,Credit Card,59.8,3808.2,0,0,664.95,4473.15,NA,TRUE,NA,0
7434-SHXLS,Male,,30,No,No,30,30,NA,,No,0,0,,North Fork,"37.244307, -119.470256",NA,-119.470256,,3376,,5,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1
2187-LZGPL,Female,,NA,Yes,No,24,24,Yes,,Yes,NA,2,,Oakhurst,"37.648647, -119.231447",37.648647,-119.231447,,8521,,3,,,Yes,2,2,2,71,,,None,,,NA,1.84,Yes,Yes,Fiber Optic,69,Yes,Yes,NA,No,Yes,Yes,Yes,NA,NA,Yes,Bank Withdrawal,109,7661.8,0,150,130.64,7942.44,No Churn,NA,TRUE,0
8316-BBQAY,Female,,64,No,No,64,64,Yes,,No,0,0,,NA,NA,NA,NA,,NA,,4,,,Yes,1,1,1,37,,,None,,,NA,NA,Yes,Yes,DSL,NA,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,68.1,2479.25,NA,0,1123.32,NA,No Churn,NA,TRUE,0
0265-PSUAE,Female,,53,No,No,53,53,NA,,No,0,0,,Orange Cove,"36.633498, -119.298895",36.633498,-119.298895,,8449,,4,,,No,0,0,0,12,,,Offer D,,,NA,23.2,No,No,None,0,No,No,No,No,No,No,No,No,NA,No,Credit Card,20.4,266.6,0,NA,278.4,545,NA,TRUE,NA,0
6734-GMPVK,Female,,57,No,No,57,57,NA,,No,0,0,,Parlier,NA,36.622237,-119.521126,,12587,,4,,,No,0,0,0,NA,,,None,,,Yes,44.81,No,Yes,DSL,20,Yes,Yes,Yes,No,No,NA,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,1982.6,0,NA,1568.35,3550.95,No Churn,NA,TRUE,0
8950-MTZNV,Male,,22,NA,No,22,22,No,,No,0,0,,Fresno,"36.841655, -119.797113",36.841655,-119.797113,,3258,,4,,,NA,0,0,0,5,,,NA,,,Yes,8.6,No,Yes,NA,59,No,Yes,No,Yes,No,Yes,Yes,Yes,NA,NA,Bank Withdrawal,NA,339.9,NA,0,43,NA,No Churn,NA,TRUE,0
9003-CPATH,Male,,40,No,No,40,40,Yes,,Yes,2,2,,Prather,"37.007238, -119.505661",37.007238,NA,,NA,,3,,,Yes,NA,1,1,NA,,,None,,,Yes,29.93,Yes,NA,Fiber Optic,24,No,No,No,No,Yes,No,NA,Yes,Two Year,No,Bank Withdrawal,82.5,4828.05,0,0,1735.94,6563.99,NA,NA,TRUE,1
6408-OTUBZ,Male,,56,No,No,56,56,NA,,No,0,0,,Raymond,"37.252057, -119.95783",NA,-119.95783,,972,,3,,,Yes,1,1,1,72,,,Offer A,,,Yes,17.31,NA,NA,DSL,17,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,NA,NA,68.15,4808.7,0,0,1246.32,6055.02,No Churn,NA,TRUE,0
8182-PNAGI,NA,,NA,NA,No,NA,NA,No,,No,NA,0,,NA,"36.636638, -119.421842",36.636638,-119.421842,,25923,,5,,,No,0,0,0,1,,,None,,,NA,4.09,No,No,None,0,No,No,No,No,No,No,NA,No,NA,No,Credit Card,20.3,NA,0,0,4.09,24.39,No Churn,NA,TRUE,0
8580-QVLOC,Female,,31,No,No,31,31,No,,No,0,0,,NA,NA,36.600193,NA,,4318,,3,,,NA,0,0,0,27,,,NA,,,Yes,39.62,No,Yes,NA,2,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,2383.6,0,0,1069.74,3453.34,No Churn,NA,TRUE,0
0017-DINOC,Female,,25,Yes,No,25,25,Yes,,No,0,0,,South Dos Palos,"36.959731, -120.653519",36.959731,-120.653519,,343,,3,,,Yes,1,1,1,18,,,Offer D,,,Yes,43.29,No,Yes,Fiber Optic,41,Yes,No,No,No,No,NA,No,Yes,Month-to-Month,No,Bank Withdrawal,74.8,1438.05,0,0,779.22,2217.27,No Churn,NA,TRUE,0
7729-XBTWX,Female,,38,No,NA,38,38,Yes,,NA,0,0,,Tollhouse,"36.993666, -119.348267",36.993666,-119.348267,,2633,,3,,,Yes,NA,1,1,72,,,Offer A,,,Yes,NA,Yes,NA,DSL,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.4,6096.45,0,NA,378,6474.45,NA,NA,TRUE,1
8059-UDZFY,Female,,55,No,No,55,55,Yes,,NA,0,0,,Wishon,"37.287758, -119.548156",37.287758,-119.548156,,327,,4,,,Yes,1,1,1,4,,,None,,,No,NA,No,Yes,DSL,29,No,No,NA,No,NA,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,99.95,0,NA,0,99.95,No Churn,NA,TRUE,0
7634-HLQJR,Female,,42,No,No,42,42,No,,No,0,0,,Traver,"36.456091, -119.486225",36.456091,-119.486225,,646,,3,,,No,NA,0,0,NA,,,Offer C,,,Yes,13.93,No,No,None,0,No,No,No,No,No,No,NA,No,Two Year,No,Credit Card,NA,475.2,NA,0,348.25,823.45,No Churn,NA,TRUE,0
4854-SSLTN,NA,,27,Yes,No,27,27,Yes,,Yes,3,3,,Squaw Valley,"36.719141, -119.202677",36.719141,-119.202677,,3146,,3,,,No,0,0,0,40,,,None,,,No,0,No,Yes,DSL,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,NA,2036.55,0,NA,0,2036.55,No Churn,NA,TRUE,0
1834-ABKHQ,Male,,47,No,No,47,47,Yes,,No,0,0,,Fresno,"36.749403, -119.787574",36.749403,-119.787574,,13858,,4,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
1092-GANHU,Male,,NA,No,No,NA,NA,No,,No,NA,0,,Fresno,"36.768774, -119.762633",36.768774,NA,,31180,,4,,,NA,0,0,0,14,,,Offer D,,,NA,18.48,Yes,Yes,DSL,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,NA,767.55,0,0,258.72,1026.27,NA,NA,TRUE,1
1698-XFZCI,NA,,55,No,No,55,55,NA,,No,0,0,,Fresno,"36.78724, -119.827813",36.78724,-119.827813,,35451,,4,,,No,0,0,0,39,,,Offer C,,,Yes,NA,Yes,Yes,Fiber Optic,30,NA,Yes,No,No,NA,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,4040.65,0,0,669.63,4710.28,NA,TRUE,NA,0
1498-NHTLT,Female,,37,No,No,37,37,Yes,,Yes,NA,2,,Fresno,"36.654614, -119.903674",36.654614,NA,,35790,,3,,,Yes,1,1,1,47,,,NA,,,No,0,NA,Yes,DSL,NA,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,Yes,Credit Card,60,2768.65,0,0,0,2768.65,No Churn,NA,TRUE,0
