Customer ID,Count.x,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Count.y,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,ID,Population,Satisfaction Score,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category,is_test,is_train
6434-TTGJP,NA,Male,23,Yes,No,No,No,0,NA,United States,California,NA,NA,NA,38.598936,-120.963092,NA,NA,NA,NA,Q3,NA,0,70,None,No,0,No,Yes,DSL,26,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,48.4,3442.8,0,0,0,3442.8,NA,NA,TRUE
1432-FPAXX,1,Female,19,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,Q3,NA,0,24,None,NA,26.64,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.15,553,0,0,639.36,1192.36,No Churn,NA,TRUE
7251-XFOIL,1,Male,62,No,No,Yes,Yes,2,1,NA,California,Vacaville,95687,"38.333133, -121.920151",38.333133,-121.920151,1433,63157,4,1,NA,Yes,8,4,None,Yes,3.57,No,No,None,NA,No,No,No,NA,No,No,No,No,Two Year,No,Credit Card,19.5,96.85,0,0,14.28,111.13,No Churn,NA,TRUE
1708-PBBOA,1,Male,46,No,NA,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,Q3,Yes,2,44,None,Yes,26.25,No,Yes,Fiber Optic,25,No,No,Yes,No,NA,Yes,Yes,Yes,NA,NA,Bank Withdrawal,92.95,4122.9,NA,0,1155,5277.9,No Churn,NA,TRUE
2640-LYMOV,1,Female,64,No,No,Yes,Yes,3,1,United States,California,Volcano,95689,"38.481902, -120.603668",38.481902,-120.603668,1435,1273,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
7924-GJZFI,1,Male,58,No,No,No,No,0,NA,United States,NA,West Sacramento,95691,"38.627951, -121.593287",38.627951,-121.593287,1437,19050,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
0064-SUDOG,1,Male,NA,No,No,NA,Yes,3,1,United States,California,Alta,95701,"39.218096, -120.79153",39.218096,-120.79153,1442,751,4,NA,NA,No,0,1,None,NA,30.63,No,No,None,0,No,No,No,No,NA,NA,No,No,Month-to-Month,No,Credit Card,19.55,NA,0,0,30.63,50.18,NA,TRUE,NA
9306-CPCBC,1,Male,59,No,No,Yes,Yes,3,1,NA,California,Applegate,95703,"38.983388, -120.988814",38.983388,-120.988814,1443,1526,NA,1,Q3,Yes,4,38,None,Yes,31.45,NA,Yes,DSL,76,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,74.05,2802.3,NA,0,1195.1,NA,NA,NA,TRUE
4016-BJKTZ,1,Male,36,No,No,No,Yes,3,1,United States,California,NA,95709,"38.748316, -120.675512",38.748316,-120.675512,1444,4829,4,1,Q3,No,0,23,NA,No,NA,No,Yes,DSL,26,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,40.1,857.75,0,0,0,857.75,NA,NA,TRUE
8739-XNIKG,1,Female,23,Yes,No,NA,No,0,1,United States,California,NA,95713,"39.084645, -120.894014",39.084645,-120.894014,1445,8525,5,1,Q3,Yes,NA,10,None,Yes,14.04,No,No,None,NA,NA,No,No,No,No,No,No,No,One Year,No,NA,20.1,184.4,0,0,140.4,324.8,NA,TRUE,NA
6551-GNYDG,NA,Male,25,Yes,No,Yes,Yes,2,1,United States,California,Emigrant Gap,95715,"39.23754, -120.720196",39.23754,-120.720196,1447,185,3,1,NA,Yes,NA,72,None,Yes,21.21,Yes,Yes,DSL,27,Yes,No,Yes,Yes,Yes,Yes,Yes,No,NA,Yes,NA,NA,6093.3,0,90,1527.12,7710.42,NA,NA,TRUE
9142-KZXOP,1,Female,20,Yes,No,Yes,No,0,1,United States,California,NA,95717,"39.170376, -120.838404",39.170376,-120.838404,1448,407,4,1,Q3,Yes,7,35,NA,Yes,20.79,No,Yes,NA,69,NA,NA,No,Yes,No,NA,No,Yes,Month-to-Month,No,Bank Withdrawal,56.85,1861.1,0,0,727.65,2588.75,No Churn,NA,TRUE
5524-KHNJP,1,NA,52,NA,No,NA,Yes,2,1,United States,California,Echo Lake,95721,"38.851842, -120.076204",38.851842,-120.076204,1450,69,4,1,NA,Yes,4,58,None,Yes,43.52,No,No,None,0,No,No,NA,No,NA,No,No,No,NA,No,Credit Card,19.55,1079.65,0,0,NA,NA,NA,TRUE,NA
5302-BDJNT,1,Male,NA,No,No,Yes,Yes,3,1,United States,California,Meadow Vista,NA,NA,39.003358,-121.022539,NA,NA,4,1,Q3,Yes,7,70,None,Yes,3.67,No,Yes,Fiber Optic,28,No,Yes,Yes,Yes,NA,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.15,7475.1,0,0,256.9,7732,NA,NA,TRUE
8070-AAWZP,1,Male,56,No,NA,Yes,Yes,3,1,NA,California,Pollock Pines,95726,"38.733908, -120.453416",NA,-120.453416,1452,8577,5,1,NA,Yes,2,38,None,Yes,NA,Yes,Yes,Cable,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,NA,78.95,NA,0,NA,519.46,3382.01,No Churn,NA,TRUE
9647-ERGBE,1,Female,39,No,No,Yes,NA,3,1,United States,California,Soda Springs,95728,"39.279068, -120.414275",39.279068,-120.414275,1453,88,3,1,Q3,Yes,2,60,None,NA,0,No,Yes,Cable,51,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.75,NA,0,0,0,NA,No Churn,NA,TRUE
4418-LZMSV,1,Male,34,NA,No,No,No,0,1,United States,California,NA,95735,NA,38.805481,-120.13287,1454,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
0195-IESCP,NA,Female,60,No,No,No,No,0,1,United States,California,NA,95736,"39.00978, -120.978273",39.00978,-120.978273,1455,31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
8945-GRKHX,NA,Female,50,No,No,No,No,NA,1,United States,California,El Dorado Hills,95762,NA,38.684437,-121.055634,1460,22028,4,NA,Q3,No,NA,55,None,Yes,8.93,Yes,Yes,Fiber Optic,26,No,No,No,No,No,NA,No,Yes,Month-to-Month,NA,Bank Withdrawal,73.1,4144.9,0,NA,491.15,4636.05,NA,TRUE,NA
8984-EYLLL,1,Female,40,No,No,No,No,0,1,United States,NA,Rocklin,95765,"38.823278, -121.281856",38.823278,-121.281856,1461,15494,3,1,Q3,No,0,72,None,Yes,12.63,Yes,Yes,NA,23,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.75,4265,0,NA,909.36,5174.36,No Churn,NA,TRUE
5304-EFJLP,1,NA,61,NA,No,Yes,Yes,3,1,United States,California,NA,95814,"38.584505, -121.491956",38.584505,-121.491956,1463,16599,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
5233-AOZUF,1,Male,26,NA,No,Yes,Yes,1,NA,United States,California,Sacramento,95815,"38.608405, -121.449942",38.608405,-121.449942,1464,25355,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
1899-VXWXM,NA,Male,54,No,NA,NA,No,0,1,United States,California,NA,95816,"38.574856, -121.46504",38.574856,-121.46504,1465,16164,4,1,Q3,NA,0,52,None,Yes,20.8,Yes,Yes,Fiber Optic,30,NA,No,Yes,Yes,Yes,NA,Yes,No,Two Year,Yes,NA,109.3,5731.4,3.85,60,NA,6869.15,NA,TRUE,NA
1602-IJQQE,1,Female,56,NA,No,No,NA,NA,1,United States,California,Sacramento,95818,"38.556306, -121.495817",38.556306,-121.495817,1467,21313,4,1,Q3,No,0,39,None,No,0,No,Yes,DSL,6,No,No,Yes,No,Yes,NA,Yes,Yes,Month-to-Month,Yes,Credit Card,50.65,1905.4,3.51,0,0,1901.89,No Churn,NA,TRUE
4608-LCIMN,1,Male,39,No,No,Yes,NA,1,1,NA,California,Sacramento,95821,"38.625096, -121.383658",38.625096,-121.383658,1470,35426,4,NA,NA,Yes,10,43,NA,Yes,14.97,No,No,None,0,No,NA,No,No,NA,No,No,No,One Year,Yes,Credit Card,19.2,NA,9.48,0,643.71,1410.48,NA,NA,TRUE
2277-BKJKN,1,Female,51,No,No,Yes,Yes,2,1,United States,California,Sacramento,95824,"38.517295, -121.439819",38.517295,NA,1473,30580,4,1,Q3,NA,1,72,None,Yes,41.55,No,Yes,NA,25,Yes,Yes,NA,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,108.3,7679.65,36.13,NA,2991.6,10685.12,NA,TRUE,NA
5093-FEGLU,1,Male,NA,NA,No,Yes,Yes,1,1,United States,California,Sacramento,95826,"38.542532, -121.378826",38.542532,-121.378826,1475,38818,5,1,Q3,Yes,9,NA,None,Yes,27.95,Yes,No,NA,0,No,No,No,NA,NA,No,NA,No,Two Year,No,Credit Card,25.25,1006.9,44.51,0,1118,2080.39,NA,TRUE,NA
2070-FNEXE,1,NA,55,No,No,Yes,No,0,1,United States,California,Sacramento,95827,"38.549185, -121.328386",38.549185,-121.328386,1476,19611,3,1,Q3,Yes,NA,58,None,No,0,No,Yes,DSL,29,NA,NA,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,45.35,2540.1,4.08,0,0,2536.02,No Churn,NA,TRUE
4980-URKXC,1,Male,44,No,No,No,No,NA,1,NA,California,Sacramento,95828,"38.486938, -121.395805",NA,-121.395805,1477,54880,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
9565-AXSMR,1,Male,47,No,No,Yes,No,0,1,United States,California,Sacramento,95830,"38.490508, -121.284171",38.490508,-121.284171,1479,592,5,1,NA,Yes,1,NA,NA,Yes,3.12,NA,Yes,DSL,6,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,79.3,NA,0,NA,96.72,2580.72,No Churn,NA,TRUE
7696-CFTAT,1,NA,64,No,No,Yes,No,0,1,United States,California,Sacramento,95832,"38.445939, -121.496855",38.445939,-121.496855,1481,9063,5,1,Q3,Yes,4,32,None,Yes,43.11,Yes,Yes,Fiber Optic,18,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,NA,2619.15,16.96,0,1379.52,3981.71,NA,NA,TRUE
8485-GJCDN,1,Female,23,NA,NA,No,No,0,1,United States,NA,Sacramento,95833,"38.619049, -121.517552",38.619049,-121.517552,1482,31422,4,1,Q3,No,0,21,None,Yes,NA,No,Yes,DSL,71,Yes,Yes,No,Yes,NA,No,No,No,Two Year,No,Credit Card,71.05,1524.85,16.91,NA,364.35,2012.29,No Churn,NA,TRUE
9289-LBQVU,1,Male,42,No,No,No,No,0,1,United States,California,NA,95834,"38.646209, -121.52446",38.646209,-121.52446,1483,8403,3,1,Q3,No,0,52,None,Yes,47.9,No,Yes,NA,3,Yes,No,NA,No,NA,No,No,Yes,One Year,No,Bank Withdrawal,53.75,2790.65,NA,0,2490.8,5238.33,No Churn,NA,TRUE
6854-EXGSF,1,Female,42,No,No,Yes,Yes,3,1,United States,NA,Sacramento,95835,NA,38.685069,-121.543709,1484,854,NA,NA,Q3,NA,8,72,None,Yes,47.6,NA,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,NA,1784.5,49.76,0,3427.2,5161.94,NA,TRUE,NA
6486-LHTMA,1,Male,48,No,No,Yes,Yes,2,NA,United States,California,Sacramento,95838,"38.646096, -121.442433",38.646096,-121.442433,1487,34894,3,1,Q3,Yes,9,52,NA,No,0,NA,Yes,DSL,19,Yes,No,NA,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,44.25,2276.1,23.5,0,NA,2252.6,NA,NA,TRUE
7967-HYCDE,1,Female,62,NA,No,No,No,0,1,United States,California,Sacramento,95841,"38.660442, -121.346321",38.660442,-121.346321,1488,20993,5,1,NA,No,NA,41,None,NA,12.42,No,Yes,Cable,NA,No,No,No,Yes,No,No,NA,Yes,One Year,No,NA,50.05,2029.05,0,0,509.22,2538.27,No Churn,NA,TRUE
3902-MIVLE,1,Male,46,No,No,No,No,0,1,United States,California,Sacramento,NA,"38.687367, -121.34848",38.687367,-121.34848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
3030-YDNRM,NA,NA,NA,NA,No,Yes,Yes,3,1,United States,NA,NA,95901,"39.19514, -121.503883",39.19514,NA,1492,38091,5,NA,Q3,Yes,10,16,None,Yes,12.82,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35,275.9,33.24,0,NA,447.78,No Churn,NA,TRUE
6629-LADHQ,1,Male,35,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,No,NA,17,None,Yes,27.66,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.15,NA,28.63,0,470.22,785.04,No Churn,NA,TRUE
2639-UGMAZ,1,Female,52,No,No,Yes,Yes,2,1,United States,California,Arbuckle,95912,"38.982373, -122.047751",38.982373,-122.047751,1495,4796,NA,1,Q3,Yes,10,NA,None,Yes,NA,No,No,NA,NA,NA,NA,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,1191.4,36.92,0,1499.88,2654.36,No Churn,NA,TRUE
2325-NBPZG,1,Male,35,No,No,Yes,Yes,2,1,United States,California,Berry Creek,95916,"39.657228, -121.37778",39.657228,-121.37778,1498,1279,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
7137-NAXML,1,Female,20,Yes,No,Yes,Yes,1,1,United States,California,Browns Valley,95918,"39.292334, -121.320597",39.292334,-121.320597,1500,1477,3,1,Q3,Yes,1,19,None,Yes,31.58,Yes,No,None,NA,No,NA,No,No,No,NA,No,No,Two Year,Yes,Bank Withdrawal,NA,467.7,NA,0,NA,1067.72,NA,TRUE,NA
8614-VGMMV,1,Female,NA,No,No,Yes,Yes,3,1,United States,California,Butte City,95920,"39.449794, -121.936372",39.449794,-121.936372,1502,303,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2004-OCQXK,NA,Female,33,No,No,No,No,0,1,United States,California,Camptonville,95922,NA,39.432127,-121.099287,1503,632,5,1,NA,No,0,32,NA,Yes,41.53,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,NA,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,NA,0,NA,1328.96,4663.86,No Churn,NA,TRUE
6633-SYEUS,1,Female,25,Yes,No,Yes,Yes,3,1,United States,California,Canyon Dam,95923,NA,40.171312,-121.120605,1504,86,NA,NA,Q3,Yes,1,17,NA,NA,20.23,No,Yes,DSL,69,Yes,NA,NA,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,NA,920.5,0,0,343.91,NA,No Churn,NA,TRUE
3811-VBYBZ,1,Female,44,No,No,Yes,Yes,NA,1,United States,California,Challenge,95925,"39.461768, -121.195825",NA,-121.195825,1505,262,5,1,Q3,Yes,1,67,Offer A,Yes,46.9,No,Yes,Cable,NA,No,Yes,NA,No,No,No,No,Yes,One Year,No,Credit Card,NA,3431.75,0,0,3142.3,6574.05,No Churn,NA,TRUE
0599-XNYDO,1,Female,56,No,NA,No,No,0,1,NA,NA,Chico,95926,"39.745712, -121.84333",39.745712,-121.84333,1506,35808,NA,1,Q3,No,0,9,None,NA,43.83,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.5,150.35,0,0,394.47,544.82,NA,NA,TRUE
8835-VSDSE,1,Male,43,No,NA,No,No,0,1,United States,NA,Clipper Mills,95930,NA,39.562239,-121.14836,1508,282,3,1,NA,No,0,4,Offer E,Yes,31.57,Yes,Yes,Fiber Optic,18,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.65,367.95,0,NA,126.28,494.23,No Churn,NA,TRUE
8257-RZAHR,1,Male,62,No,No,NA,No,0,1,United States,California,Crescent Mills,95934,"40.080342, -120.957805",40.080342,-120.957805,1510,178,3,1,Q3,No,0,60,None,Yes,35.13,No,Yes,DSL,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,NA,Credit Card,79,4801.1,0,0,2107.8,6908.9,NA,NA,TRUE
7244-QWYHG,1,Male,35,No,No,No,No,0,1,United States,California,Downieville,95936,"39.578792, -120.780786",NA,-120.780786,1512,404,4,1,Q3,NA,0,1,Offer E,Yes,17.94,No,No,None,0,No,No,No,NA,No,NA,NA,No,Month-to-Month,No,Credit Card,19.55,19.55,0,0,17.94,37.49,No Churn,NA,TRUE
8456-QDAVC,1,NA,36,No,No,Yes,NA,NA,1,United States,California,NA,95937,"38.931425, -121.946081",38.931425,-121.946081,1513,19,NA,1,Q3,Yes,1,27,None,Yes,2.4,NA,NA,NA,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,550.1,0,0,64.8,NA,No Churn,NA,TRUE
6250-CGGUN,1,Male,20,Yes,NA,No,NA,NA,1,United States,California,Elk Creek,95939,"39.53222, -122.594879",39.53222,-122.594879,1515,587,NA,1,Q3,NA,0,15,None,Yes,13.8,Yes,Yes,Fiber Optic,NA,Yes,NA,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.75,1242.2,0,0,207,NA,No Churn,NA,TRUE
1600-DILPE,1,Male,21,Yes,No,Yes,NA,0,1,United States,California,Glenn,NA,"39.597975, -122.032248",39.597975,NA,NA,NA,4,1,Q3,Yes,1,59,Offer B,No,0,No,Yes,DSL,NA,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44.3,NA,0,20,0,2686.75,No Churn,NA,TRUE
9365-SRSZE,1,Female,45,No,No,NA,Yes,2,1,United States,California,Goodyears Bar,95944,"39.564113, -120.868836",39.564113,-120.868836,1519,76,3,1,Q3,No,0,50,Offer B,NA,36.11,No,Yes,Fiber Optic,20,NA,No,No,No,No,No,No,NA,Two Year,No,Credit Card,70.35,3533.6,0,0,1805.5,5339.1,NA,TRUE,NA
2001-MCUUW,1,Male,20,Yes,No,Yes,Yes,2,1,United States,California,Grass Valley,95945,"39.194539, -120.988066",NA,-120.988066,1520,23990,3,1,Q3,Yes,1,17,None,No,NA,No,Yes,DSL,52,Yes,No,Yes,No,Yes,No,No,NA,One Year,No,Credit Card,44.45,792.15,0,NA,0,NA,No Churn,NA,TRUE
2419-FSORS,1,Male,48,No,NA,Yes,Yes,3,1,United States,California,Penn Valley,95946,"39.203817, -121.19584",39.203817,-121.19584,1521,9752,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
0549-CYCQN,1,Female,45,No,No,Yes,Yes,2,NA,United States,California,Magalia,95954,"39.933852, -121.584371",39.933852,-121.584371,1528,11168,5,NA,Q3,Yes,1,59,NA,Yes,2.47,NA,NA,None,0,No,No,NA,No,No,No,No,No,Two Year,No,NA,NA,1286,0,0,145.73,1431.73,NA,TRUE,NA
3640-PHQXK,1,Male,63,NA,No,No,No,0,1,United States,California,Maxwell,95955,"39.281194, -122.226568",39.281194,-122.226568,1529,1146,5,1,Q3,No,0,18,None,Yes,4.38,Yes,Yes,Fiber Optic,20,NA,No,No,No,No,NA,No,Yes,Month-to-Month,No,Credit Card,74.15,1387,0,0,78.84,1465.84,No Churn,NA,TRUE
7950-XWOVN,1,Male,22,Yes,No,NA,No,0,1,United States,California,Meadow Valley,NA,"39.937017, -121.058043",39.937017,-121.058043,NA,NA,4,1,Q3,No,0,10,None,Yes,17.98,NA,Yes,NA,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,NA,NA,786.3,0,0,179.8,966.1,No Churn,NA,TRUE
2606-RMDHZ,1,Male,57,No,No,Yes,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Q3,Yes,1,14,NA,Yes,44.95,NA,Yes,DSL,19,No,No,NA,No,No,No,NA,Yes,NA,No,Bank Withdrawal,44.6,641.25,0,0,629.3,1270.55,No Churn,NA,TRUE
2862-PFNIK,NA,Male,47,No,NA,No,No,0,1,United States,California,Nevada City,95959,"39.333737, -120.858667",39.333737,-120.858667,1532,17269,3,1,Q3,No,0,35,None,Yes,17.2,No,No,None,0,No,No,NA,No,No,No,No,No,Two Year,No,Bank Withdrawal,21.45,705.45,0,0,602,1307.45,No Churn,NA,TRUE
5685-IIXLY,1,Male,56,No,NA,Yes,Yes,3,NA,United States,California,Olivehurst,95961,"39.082568, -121.55325",39.082568,-121.55325,1534,6439,5,1,NA,Yes,1,NA,Offer D,Yes,28.06,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.05,345.9,0,NA,505.08,850.98,NA,NA,TRUE
3679-XASPY,1,NA,35,No,No,Yes,Yes,3,1,United States,California,Oregon House,95962,NA,39.342587,-121.249833,1535,1519,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
7296-PIXQY,NA,Female,61,No,No,NA,No,0,NA,United States,California,Oroville,95965,"39.624561, -121.552866",39.624561,-121.552866,1537,17782,NA,NA,Q3,No,0,6,Offer E,Yes,7.35,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,NA,0,0,44.1,168.55,NA,NA,TRUE
4510-HIMLV,1,Female,NA,No,No,No,NA,NA,1,NA,California,Oroville,95966,"39.473896, -121.415927",39.473896,-121.415927,1538,28382,4,NA,Q3,No,0,19,Offer D,Yes,8.02,Yes,Yes,DSL,57,Yes,Yes,NA,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,75.9,1375.6,0,0,152.38,1527.98,No Churn,NA,TRUE
4018-PPNDW,1,Male,35,No,No,NA,Yes,2,1,NA,California,Palermo,95968,NA,39.435756,-121.552071,1539,1254,3,1,NA,Yes,1,NA,Offer B,Yes,37.57,NA,Yes,DSL,15,Yes,Yes,No,Yes,NA,No,No,NA,NA,No,Bank Withdrawal,64.15,3491.55,0,NA,1991.21,5482.76,NA,TRUE,NA
2351-RRBUE,1,Female,34,NA,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,Q3,Yes,1,60,Offer B,Yes,30.23,Yes,Yes,Fiber Optic,NA,No,NA,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.8,6640.7,9.79,0,1813.8,8444.71,NA,TRUE,NA
7402-PWYJJ,1,Female,40,No,No,No,Yes,1,1,United States,California,Chico,95973,"39.903272, -121.843567",39.903272,-121.843567,1544,26971,5,NA,Q3,No,NA,13,Offer D,Yes,25.33,No,Yes,Cable,27,No,No,NA,Yes,No,No,No,No,Month-to-Month,No,Credit Card,NA,718.1,26.37,0,329.29,1021.02,No Churn,NA,TRUE
1216-BGTSP,1,NA,47,No,No,Yes,Yes,2,1,United States,California,Richvale,95974,"39.495768, -121.747472",39.495768,-121.747472,1545,74,3,1,Q3,NA,NA,NA,None,Yes,1.38,No,NA,Fiber Optic,16,NA,NA,No,No,No,No,No,NA,Month-to-Month,No,Credit Card,NA,320.4,0,0,NA,327.3,No Churn,NA,TRUE
8268-YDIXR,1,Male,60,No,No,Yes,Yes,1,1,United States,California,Smartville,95977,"39.176595, -121.291692",39.176595,-121.291692,1547,963,3,1,Q3,NA,1,NA,NA,Yes,44.05,No,Yes,NA,19,No,No,Yes,No,Yes,Yes,Yes,NA,Month-to-Month,No,Bank Withdrawal,97,1334.45,NA,0,572.65,1907.1,No Churn,NA,TRUE
1223-UNPKS,1,Male,42,No,No,No,No,0,1,United States,California,Stirling City,95978,"39.904002, -121.527823",39.904002,NA,1548,28,4,1,Q3,No,NA,37,None,Yes,44.52,Yes,NA,DSL,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,NA,NA,8.96,0,1647.24,4996.93,NA,TRUE,NA
5357-TZHPP,1,Male,40,No,No,Yes,No,0,1,United States,NA,Stonyford,95979,"39.288127, -122.415841",39.288127,-122.415841,1549,844,3,1,NA,No,0,64,Offer B,Yes,NA,No,Yes,Fiber Optic,22,Yes,No,No,No,NA,No,No,Yes,Month-to-Month,Yes,Credit Card,NA,4764,21.9,0,3098.24,7840.34,No Churn,NA,TRUE
0626-QXNGV,1,Female,55,No,No,Yes,No,0,NA,United States,California,Sutter,95982,"39.172777, -121.805845",39.172777,-121.805845,1551,3193,NA,1,Q3,Yes,1,61,Offer B,Yes,25.14,Yes,NA,Fiber Optic,13,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,NA,NA,5703,29.88,0,1533.54,7206.66,No Churn,NA,TRUE
6661-HBGWL,1,Male,29,Yes,No,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Q3,No,0,NA,None,Yes,6.38,No,No,None,0,NA,No,No,No,NA,No,No,No,One Year,No,Credit Card,19.4,NA,4.25,0,165.88,687.18,No Churn,NA,TRUE
6087-MVHJH,1,Male,29,Yes,No,Yes,No,0,1,United States,California,Yuba City,95991,"39.02741, -121.614982",NA,-121.614982,1557,34967,4,1,Q3,Yes,5,17,Offer D,No,0,No,Yes,DSL,27,No,No,Yes,Yes,Yes,Yes,Yes,NA,One Year,No,Bank Withdrawal,NA,934.8,47.73,NA,0,887.07,No Churn,NA,TRUE
6211-WHMYA,1,Female,24,NA,No,No,Yes,2,1,United States,California,Yuba City,95993,"39.075694, -121.70606",39.075694,-121.70606,1558,27786,3,1,Q3,No,0,26,None,No,0,No,NA,NA,27,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.8,NA,10.28,0,0,776.22,No Churn,NA,TRUE
