index,id,gender,age,married,num_depen,lat,long,pop,score,num_ref,mult_line,offer,phon_serv,int_serv,int_type,onl_sec,onl_back,dev_prot,premium,str_tv,str_movie,str_music,contract,paperless,payment,tenure_month,month_charge,unlimite,avg_gb,avg_long_dist,t_charge,t_refund,t_extra,t_long_dist,t_revenue,churn,is_test,is_train
5179,3422-LYEPQ,Male,20,No,3,32.607964,-117.059459,71126,3,0,Yes,None,Yes,Yes,,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45,,,,,,,,,,,FALSE,TRUE
5180,3642-BYHDO,Male,38,Yes,0,,,,,0,Yes,Offer D,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,12,94.55,Yes,8,13.88,1173.55,0,0,166.56,1340.11,No Churn,FALSE,TRUE
5181,1845-ZLLIG,Male,47,Yes,3,32.622999,-116.687855,727,3,10,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,70,114.75,Yes,75,39.06,7842.3,0,0,2734.2,10576.5,,TRUE,FALSE
5182,0725-CXOTM,Female,47,No,0,,,,5,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,31,76.05,Yes,59,38.78,2227.8,0,0,1202.18,3429.98,No Churn,FALSE,TRUE
5183,2135-RXIHG,Female,26,No,0,32.782501,-117.01611,24005,4,0,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,33,90.65,Yes,85,16.76,2989.6,0,0,553.08,3542.68,,FALSE,TRUE
5184,9420-LOJKX,Female,62,No,0,32.830852,-116.444601,81,3,0,No,None,Yes,No,,No,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,29,,No,,,,,,,,,FALSE,TRUE
5185,3884-HCSWG,Female,33,No,0,32.619465,-116.593605,905,5,0,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal,66,88.9,,15,31.93,6000.1,0,0,2107.38,8107.48,No Churn,FALSE,TRUE
5186,2474-LCNUE,Male,28,Yes,3,32.726627,-116.994608,56100,,1,No,None,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,One Year,Yes,Credit Card,37,58.75,Yes,76,35.67,2203.1,0,0,1319.79,3522.89,No Churn,FALSE,TRUE
5187,6481-LXPWL,Male,47,Yes,2,32.587557,-116.636816,91,3,9,Yes,None,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,69,86.9,Yes,53,26.35,6194.1,0,0,1818.15,8012.25,,TRUE,FALSE
5188,7789-CRUVC,Male,50,No,1,,,,,0,No,Offer D,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,13,66.4,Yes,17,30.19,863.2,0,0,392.47,1224.22,No Churn,FALSE,TRUE
5189,6339-RZCBJ,Female,64,Yes,3,33.098018,-117.258203,43161,4,6,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,66,20.15,No,0,11.47,1337.5,0,0,757.02,2128.93,No Churn,FALSE,TRUE
5190,7206-PQBBZ,Male,52,Yes,2,32.79697,-116.969082,55277,4,2,No,None,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,One Year,No,Credit Card,46,56.9,Yes,15,38.45,2560.1,0,0,1768.7,4328.8,,TRUE,FALSE
5191,2476-YGEFM,Female,47,Yes,2,33.054579,-117.25665,47126,3,5,Yes,Offer B,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,56,109.6,Yes,11,13.94,5953,0,0,780.64,6733.64,,TRUE,FALSE
5192,7690-KPNCU,Male,28,Yes,3,33.081478,-117.033814,49281,3,0,Yes,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,70,25.15,No,0,1.22,1790.15,0,0,85.4,1875.55,,FALSE,TRUE
5193,3605-JISKB,Female,47,Yes,2,,,,5,2,Yes,None,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,33,79.15,No,18,31.59,2531.4,0,20,1042.47,3593.87,No Churn,FALSE,TRUE
5194,4937-QPZPO,Female,56,Yes,3,33.141265,-116.967221,48690,3,8,Yes,None,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Two Year,No,Credit Card,72,66.75,Yes,27,22.62,4760.3,0,0,1628.64,6388.94,No Churn,FALSE,TRUE
5195,4512-ZUIYL,Female,59,No,2,33.079834,-117.134275,17944,3,0,No,Offer D,Yes,Yes,Cable,No,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card,19,48.8,Yes,26,4.03,953.65,0,0,76.57,1030.22,No Churn,FALSE,TRUE
5196,7998-ZLXWN,Female,48,Yes,0,32.853743,-117.25034,42617,5,8,No,None,Yes,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,71,80.7,,,43.61,5705.05,0,0,3096.31,8801.36,No Churn,FALSE,TRUE
5197,1751-NCDLI,Female,29,No,0,33.351059,-117.420557,98239,4,0,No,None,Yes,Yes,,No,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,34,,,,,,,,,,No Churn,FALSE,TRUE
5198,3714-NTNFO,Female,58,Yes,0,,,,4,0,Yes,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,61,115.1,Yes,7,5.55,6993.65,0,0,338.55,7332.2,,TRUE,FALSE
5199,0817-HSUSE,Female,44,Yes,1,33.384345,-117.072619,1831,4,6,No,Offer A,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,71,59.7,,19,0,4122.65,0,0,0,4122.65,No Churn,FALSE,TRUE
5200,5433-KYGHE,Female,48,Yes,0,33.309852,-116.823091,234,5,5,Yes,Offer A,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,One Year,No,Credit Card,68,86.45,No,15,9.76,5762.95,0,150,663.68,6576.63,,FALSE,TRUE
5201,4513-CXYIX,Male,35,No,0,,,,3,0,No,None,No,Yes,DSL,No,No,Yes,Yes,No,No,No,One Year,No,Credit Card,46,33.7,Yes,,0,1537.85,0,0,0,1537.85,No Churn,FALSE,TRUE
5202,5446-DKWYW,Male,24,No,0,,,,4,0,Yes,None,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,33,80.1,Yes,48,25.71,2603.3,0,0,848.43,3451.73,No Churn,FALSE,TRUE
5203,7284-ZZLOH,Female,44,No,0,33.012751,-117.200617,7615,4,0,No,None,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,One Year,Yes,Credit Card,57,41.1,Yes,24,0,2258.25,0,0,0,2258.25,No Churn,FALSE,TRUE
5204,3496-LFSZU,Female,48,Yes,4,33.162624,-117.170863,52664,3,1,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,54,20.35,No,,41.93,1092.35,0,0,2264.22,3356.57,,TRUE,FALSE
5205,5456-ITGIC,Female,59,Yes,1,33.25283,-116.986079,14575,5,1,No,None,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,10,65.5,,22,25.89,616.9,0,0,258.9,875.8,,TRUE,FALSE
5206,5038-ETMLM,Female,47,Yes,0,,,,4,1,No,None,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,43,80.47209302,,,38.53,3460.3,24.9,0,1656.79,5092.19,No Churn,FALSE,TRUE
5207,2931-SVLTV,Male,20,Yes,3,32.72523,-117.171346,27505,3,1,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1,90.1,,59,24.33,90.1,0,0,24.33,114.43,No Churn,FALSE,TRUE
5208,3498-LZGQZ,Female,46,No,0,32.716007,-117.117462,47140,3,0,No,Offer A,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,69,82.45,Yes,22,25.73,5555.3,15.38,0,1775.37,7315.29,No Churn,FALSE,TRUE
5209,2885-HIJDH,Female,64,Yes,0,32.747484,-117.166877,30202,3,1,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,61,20.25,No,0,10.94,1278.8,5.15,0,667.34,1940.99,No Churn,FALSE,TRUE
5210,1439-LCGVL,Male,42,Yes,0,32.741499,-117.127409,47689,3,1,Yes,None,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,43,66.25,Yes,17,26.1,2907.35,6.41,0,1122.3,4023.24,,TRUE,FALSE
5211,0787-LHDYT,Male,43,Yes,0,32.741852,-117.243453,27959,4,1,No,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,56,89.7,Yes,14,3.79,4952.95,41.66,0,212.24,5123.53,No Churn,FALSE,TRUE
5212,6941-PMGEP,Female,24,Yes,0,32.774046,-117.142454,11650,3,5,No,Offer A,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,70,64.55,,46,0,4504.9,46.06,0,0,4458.84,No Churn,FALSE,TRUE
5213,1169-SAOCL,Male,27,Yes,2,32.76501,-117.19938,24169,,7,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,49,93.65,Yes,59,36.08,4520.15,33.13,0,1767.92,6254.94,No Churn,FALSE,TRUE
5214,2535-PBCGC,Female,26,Yes,1,32.697098,-117.116587,47431,4,1,Yes,None,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card,32,73.6,Yes,59,19.76,2316.85,12.66,0,632.32,2936.51,No Churn,FALSE,TRUE
5215,7551-JOHTI,Male,45,No,1,32.762506,-117.07245,56887,3,0,No,None,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Two Year,No,Credit Card,37,61.45,No,27,49.99,2302.35,48.79,110,1849.63,4213.19,No Churn,FALSE,TRUE
5216,4659-NZRUF,Female,24,Yes,0,32.825086,-117.199424,51213,,0,No,None,Yes,Yes,,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,71,,,,,,,,,,,TRUE,FALSE
5217,4536-PLEQY,Male,28,No,0,32.802959,-117.027095,21866,3,0,Yes,None,Yes,Yes,Cable,No,No,No,Yes,No,No,No,One Year,No,Credit Card,24,54.6,Yes,85,7.52,1242.25,28.42,0,180.48,1394.31,,TRUE,FALSE
5218,6766-HFKLA,Male,27,Yes,2,32.807867,-117.060993,25569,3,1,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,5,20.55,No,0,41.21,99.45,0,0,206.05,305.5,No Churn,FALSE,TRUE
5219,0376-YMCJC,Female,24,Yes,1,32.85723,-117.209774,34902,,1,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,30,19.7,No,,12.85,599.25,49.79,0,385.5,934.96,No Churn,FALSE,TRUE
5220,5197-LQXXH,Female,41,Yes,0,32.808814,-117.134694,25232,4,0,Yes,None,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,55,66.05,No,13,35.38,3462.1,44.53,150,1945.9,5513.47,,TRUE,FALSE
5221,3315-IKYZQ,Male,47,Yes,2,33.017518,-117.118456,20046,4,1,No,None,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,44,54.05,Yes,59,0,2375.2,47.45,0,0,2327.75,No Churn,FALSE,TRUE
5222,7188-CBBBA,Female,31,No,0,32.89325,-117.087091,29283,,10,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,64,98.66171875,Yes,21,19.22,6314.35,13.37,0,1230.08,7531.06,No Churn,FALSE,TRUE
5223,2682-KEVRP,Male,61,No,0,32.677716,-117.047666,36351,,0,No,None,Yes,Yes,,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0,,,,,,,,,,No Churn,FALSE,TRUE
5224,3460-TJBWI,Female,38,No,0,32.578103,-117.012975,68776,,0,No,Offer D,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Two Year,No,Credit Card,20,50.1525,Yes,4,49.81,1003.05,2.81,0,996.2,1996.44,,TRUE,FALSE
5225,5565-FILXA,Female,23,Yes,0,32.555828,-117.040073,28488,4,1,No,None,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Two Year,No,Bank Withdrawal,11,144.8272727,Yes,27,0,1593.1,44.13,0,0,1548.97,,FALSE,TRUE
5226,7426-RHZGU,Female,57,No,0,33.752938,-116.230055,2743,3,0,Yes,None,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,38,84.1,,13,25.11,3187.65,0,0,954.18,4141.83,No Churn,FALSE,TRUE
5227,4232-JGKIY,Male,20,No,3,33.946982,-116.977672,17721,3,0,No,Offer A,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,71,76.9,Yes,52,4.76,5522.7,0,0,337.96,5860.66,,TRUE,FALSE
5228,2924-KHUVI,Male,56,No,0,33.03933,-115.191857,23394,,0,Yes,Offer A,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,66,74.6,Yes,11,45.57,4798.4,0,0,3007.62,7806.02,No Churn,FALSE,TRUE
5229,4398-HSCJH,Male,45,Yes,0,33.929812,-116.76058,2355,,2,Yes,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,72,116.95,Yes,3,17.87,8594.4,0,0,1286.64,9881.04,,TRUE,FALSE
5230,3345-JHUEO,Female,56,No,2,32.690654,-115.431225,27804,3,0,No,None,No,Yes,DSL,Yes,No,No,No,Yes,No,No,One Year,Yes,Credit Card,25,40.65,Yes,18,0,970.55,0,0,0,970.55,,TRUE,FALSE
5231,6134-KWTBV,Male,54,Yes,3,33.829583,-116.474131,43141,3,9,Yes,None,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Two Year,No,Bank Withdrawal,53,69.7,Yes,57,27.93,3686.05,0,0,1480.29,5166.34,,TRUE,FALSE
5232,1841-YSJGV,Male,24,No,0,33.889605,-115.257009,964,3,0,No,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,26,98.65,Yes,76,37,2537,0,0,962,3499,No Churn,FALSE,TRUE
5233,2027-CWDNU,Female,25,No,0,33.948558,-116.516976,22796,,0,No,None,Yes,Yes,,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,69,,,,,,,,,,No Churn,FALSE,TRUE
5234,0411-EZJZE,Male,38,No,1,33.832799,-116.250973,5529,,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1,89.35,Yes,19,5.36,89.35,0,0,5.36,94.71,No Churn,FALSE,TRUE
5235,9734-UYXQI,Male,28,No,0,34.137742,-114.36514,1564,3,0,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,47,95.4,Yes,46,4.15,4445.3,0,0,195.05,4644.5,,TRUE,FALSE
5236,5724-BIDBU,Female,24,Yes,0,32.770393,-115.60915,43712,,4,No,None,No,Yes,DSL,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,26,35.4,,51,0,978.6,0,0,0,978.6,No Churn,FALSE,TRUE
5237,6844-DZKRF,Male,39,Yes,0,32.730583,-115.501083,3535,4,7,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,60,19.95,No,0,30.14,1258.15,0,0,1808.4,3066.55,,TRUE,FALSE
5238,6048-NJXHX,Male,50,No,0,32.811001,-115.152865,8062,5,0,No,Offer D,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18,18.40833333,No,0,31.33,331.35,0,0,563.94,895.29,No Churn,FALSE,TRUE
5239,0375-HVGXO,Female,52,No,1,,,,,0,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,Yes,Credit Card,4,20.4,No,0,32.15,84.75,0,0,128.6,213.35,,TRUE,FALSE
5240,4836-WNFNO,Female,52,Yes,2,,,,5,4,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,65,24.75,No,,36.5,1715.1,0,0,2372.5,4087.6,,TRUE,FALSE
5241,1905-OEILC,Male,63,Yes,1,34.097863,-116.594561,3499,,0,Yes,None,Yes,Yes,,No,No,No,No,No,Yes,No,Two Year,No,Bank Withdrawal,39,,,,,,,,,,No Churn,FALSE,TRUE
5242,8785-CJSHH,Male,44,No,2,33.906496,-116.569499,732,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,62,20,No,0,24.48,1250.1,0,0,1517.76,2767.86,No Churn,FALSE,TRUE
5243,2001-EWBQU,Female,58,Yes,2,32.698964,-115.886656,471,,9,No,Offer A,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,66,59.75,Yes,16,8.39,3996.8,0,0,553.74,4550.54,,TRUE,FALSE
5244,1536-YHDOE,Female,23,Yes,2,33.694501,-116.412711,29340,3,0,Yes,Offer B,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,65,82.5,No,69,4.75,5215.1,0,40,308.75,5563.85,,FALSE,TRUE
5245,7550-WIQVA,Male,19,No,0,33.745746,-116.514215,18884,5,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,34,20.35,No,0,36.75,673.2,0,0,1249.5,1922.7,,FALSE,TRUE
5246,9500-IWPXQ,Male,49,Yes,2,33.3249,-114.758334,291,3,8,Yes,None,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,16,90.8,,12,48.71,1442.2,0,0,779.36,2221.56,No Churn,FALSE,TRUE
5247,4994-OBRSZ,Male,54,Yes,0,33.763678,-116.429928,12465,5,10,No,Offer A,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,71,105.25,,8,37.69,7291.75,0,0,2675.99,9967.74,No Churn,FALSE,TRUE
5248,9842-EFSYY,Male,45,No,0,33.28156,-115.955541,799,4,0,Yes,Offer D,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,18,23.75,No,0,12.97,424.5,0,0,233.46,657.96,,FALSE,TRUE
5249,6815-ABQFQ,Male,54,No,0,33.849263,-116.382778,6242,,0,No,None,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,4,61.3,No,,37.7,249.4,0,10,150.8,410.2,No Churn,FALSE,TRUE
5250,7560-QJAVJ,Female,28,Yes,2,33.141265,-116.967221,48690,3,1,Yes,Offer B,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,58,75.8,,69,2.87,4415.75,0,0,166.46,4582.21,No Churn,FALSE,TRUE
5251,6331-EWIEB,Female,33,Yes,0,34.457829,-116.139589,14104,3,2,Yes,Offer B,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,56,98,Yes,11,37.5,5270.6,0,0,2100,7370.6,,TRUE,FALSE
5252,8617-ENBDS,Male,24,Yes,2,33.972293,-116.654195,805,3,2,No,Offer B,No,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Credit Card,55,52,Yes,41,0,2884.9,0,0,0,2884.9,No Churn,FALSE,TRUE
5253,5842-POCOP,Male,34,No,0,33.889605,-115.257009,964,3,0,No,None,Yes,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,10,43.62,Yes,22,15.45,436.2,0,0,154.5,590.7,No Churn,FALSE,TRUE
5254,1925-GMVBW,Male,47,No,0,34.559882,-115.637164,42,4,0,No,None,No,Yes,Cable,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,5,23.68,Yes,22,0,118.4,0,0,0,118.4,No Churn,FALSE,TRUE
5255,6203-HBZPA,Female,63,Yes,0,33.362575,-117.299644,42239,4,1,No,Offer B,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Month-to-Month,No,Credit Card,51,69.15,No,13,45.76,3649.6,0,110,2333.76,6093.36,,TRUE,FALSE
5256,2988-GBIVW,Female,29,No,0,35.28952,-116.092214,904,3,0,No,None,Yes,No,,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,67,,No,,,,,,,,,TRUE,FALSE
5257,7799-LGRDP,Female,22,Yes,0,34.029175,-117.307211,11024,3,4,Yes,Offer B,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,48,105.1,Yes,51,39.25,5083.55,0,0,1884,6967.55,,TRUE,FALSE
5258,6120-RJKLU,Female,47,No,1,,,,4,0,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,Yes,Credit Card,35,20.1,No,0,25.52,644.5,0,0,893.2,1537.7,,TRUE,FALSE
5259,1935-IMVBB,Male,58,No,0,33.982787,-117.057627,7334,,0,No,None,Yes,No,None,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,2,19.75,No,0,1.97,39.3,0,0,3.94,43.24,No Churn,FALSE,TRUE
5260,9638-JIQYA,Female,63,No,0,34.255203,-117.175654,455,4,0,No,Offer B,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,50,19.75,No,0,37.95,989.05,0,0,1897.5,2886.55,,TRUE,FALSE
5261,5453-AXEPF,Male,59,No,0,34.248061,-117.29028,10484,3,0,Yes,None,Yes,Yes,,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55,,,,,,,,,,No Churn,FALSE,TRUE
5262,1172-VIYBP,Female,22,Yes,1,34.875144,-116.821698,678,3,9,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,9,20.35,No,0,30.83,191.1,0,0,277.47,468.57,,FALSE,TRUE
5263,7567-ECMCM,Female,47,Yes,2,36.27688,-117.033326,443,3,7,Yes,Offer B,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,54,86.2,,12,4.33,4524.05,0,0,233.82,4757.87,,TRUE,FALSE
5264,2522-AHJXR,Female,27,No,0,34.9436,-115.287901,115,3,0,No,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,One Year,No,Credit Card,46,95.65,Yes,59,30.6,4664.2,0,0,1407.6,6071.8,No Churn,FALSE,TRUE
5265,3423-HHXAO,Male,35,No,1,34.274846,-116.937581,414,4,0,Yes,Offer C,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,34,103.8,Yes,16,4.28,3470.8,0,0,145.52,3616.32,,FALSE,TRUE
5266,2856-NNASM,Female,28,Yes,2,34.087558,-117.464096,82630,3,7,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,71,97.2,Yes,69,39.09,6910.3,0,0,2775.39,9685.69,No Churn,FALSE,TRUE
5267,6032-KRXXO,Female,47,Yes,2,34.136367,-117.460803,54586,3,6,No,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,63,63.55,No,27,1.18,4014.2,0,90,74.34,4178.54,No Churn,FALSE,TRUE
5268,2585-KTFRE,Female,56,No,0,34.049671,-117.468896,29847,5,0,Yes,Offer B,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,51,24.95,No,0,44.35,1288,0,0,2261.85,3549.85,No Churn,FALSE,TRUE
5269,5370-IIVVL,Male,35,No,0,34.067699,-116.903891,958,,7,No,None,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,64,99,Yes,11,35.92,6375.8,0,0,2298.88,8674.68,,FALSE,TRUE
5270,0887-WBJVH,Female,54,No,0,34.361387,-117.337509,68515,3,0,No,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,15,94,Yes,16,15.28,1505.45,0,0,229.2,1734.65,No Churn,FALSE,TRUE
5271,0531-XBKMM,Male,35,Yes,2,34.2565,-117.19335,9793,5,2,No,Offer B,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,57,95,Yes,22,42.18,5535.8,0,0,2404.26,7940.06,No Churn,FALSE,TRUE
5272,8166-ORCHU,Male,20,Yes,1,34.049315,-117.255974,18068,4,0,No,None,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,14,61.4,No,,10.74,815.55,0,20,150.36,985.91,,TRUE,FALSE
5273,5915-DGNVC,Male,47,Yes,0,,,,4,10,No,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,70,114.3,Yes,30,21.68,8244.3,0,0,1517.6,9761.9,No Churn,FALSE,TRUE
5274,4612-SSVHJ,Female,33,Yes,0,34.711224,-114.702256,5488,,0,No,Offer C,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,38,20.05,No,0,41.63,741.5,0,0,1581.94,2323.44,No Churn,FALSE,TRUE
5275,8775-LHDJH,Male,47,Yes,1,35.478736,-115.516984,162,3,4,No,Offer A,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,68,62.65,Yes,24,164.2886765,4375.8,0,0,11171.63,6858.48,No Churn,FALSE,TRUE
5276,2267-WTPYD,Female,47,No,0,34.441123,-117.537886,12463,5,0,Yes,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,30,100.45,No,59,34.49,3096.9,0,80,1034.7,4211.6,No Churn,FALSE,TRUE
5277,0628-CNQRM,Male,39,Yes,0,34.459322,-117.629729,4280,3,10,Yes,Offer B,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,51,75.2,,,9.99,3901.25,0,0,509.49,4410.74,No Churn,FALSE,TRUE
5278,9867-NNXLC,Female,30,No,0,34.003243,-117.138286,31230,,0,No,Offer C,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,31,84.75,Yes,48,24.21,2613.4,0,0,750.51,3363.91,,TRUE,FALSE
5279,3796-ENZGF,Female,47,Yes,1,34.109775,-117.378904,75882,3,5,No,Offer A,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,72,79.5,Yes,,32.59,5661.7,0,0,2346.48,8008.18,No Churn,FALSE,TRUE
