gender,age,married,num_depen,lat,long,pop,score,num_ref,mult_line,offer,phon_serv,int_serv,int_type,onl_sec,onl_back,dev_prot,premium,str_tv,str_movie,str_music,contract,paperless,payment,tenure_month,month_charge,unlimite,avg_gb,avg_long_dist,t_charge,t_refund,t_extra,t_long_dist,t_revenue,churn
Male,49,No,0,33.830431,-118.074071,14852,3,0,Yes,None,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,49,66.15,Yes,13,17.77,3199,0,0,870.73,4069.73,0
Female,47,No,0,33.794209,-118.317354,21065,3,0,Yes,None,Yes,No,DSL,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,59,45.05,No,59,33.6,2462.6,0,0,1848,4310.6,0
Male,28,Yes,3,33.897122,-118.164432,55306,4,10,Yes,Offer A,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,71,86.85,Yes,59,10.11,6263.8,0,0,717.81,6981.61,0
Male,29,No,0,33.728273,-118.085304,174,3,0,Yes,None,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,17,98.35882353,Yes,59,38.78,1672.1,0,0,659.26,2331.36,0
Female,30,Yes,0,33.760458,-118.129725,31352,3,0,Yes,None,Yes,Yes,DSL,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,52,58.53269231,Yes,59,9.37,3043.7,0,0,487.24,3530.94,0
Female,44,No,0,33.864622,-118.179626,91664,5,0,No,None,Yes,Yes,Cable,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,23,49.7,No,41,42.26,1081.25,0,150,971.98,2203.23,0
Female,60,Yes,0,34.137319,-118.029837,30028,3,8,Yes,None,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,42,85.9,Yes,13,20.58,3729.75,0,0,864.36,4594.11,0
Male,62,No,0,34.128284,-118.047732,30933,5,0,No,None,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,5,75.65,Yes,6,29.75,378.25,0,0,148.75,548.2,0
Male,25,No,0,34.234912,-118.153729,20200,4,0,Yes,Offer C,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,One Year,No,Credit Card,29,67.74482759,Yes,47,28.83,1964.6,0,0,836.07,2800.67,0
Female,37,Yes,5,34.1528,-118.000482,41067,3,5,No,Offer C,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,27,49.48703704,Yes,30,19.32,1336.15,0,0,521.64,1857.79,0
Male,36,Yes,0,34.282704,-118.312929,18752,4,4,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,57,103.05,Yes,13,31.79,5925.75,0,0,1812.03,7737.78,0
Male,47,No,0,34.167465,-118.165327,27891,3,0,No,None,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,13,81.9,Yes,19,34.18,1028.9,0,0,444.34,1473.24,0
Male,42,Yes,3,34.139402,-118.128658,23742,3,0,Yes,Offer A,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,71,66.2,Yes,26,37.03,4692.55,0,0,2629.13,7321.68,0
Male,47,Yes,1,34.13658,-118.245839,41390,5,0,Yes,None,Yes,No,Fiber Optic,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,30,89.25,No,2,16.64,89.25,0,0,16.64,105.89,0
Male,49,No,0,34.182378,-118.262922,9864,5,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1,89.25,Yes,2,16.64,89.25,0,0,16.64,105.89,0
Male,47,No,0,34.182378,-118.262922,9864,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,5,17.21,No,0,21.01,86.05,0,0,105.05,191.1,0
Male,32,Yes,2,34.239636,-118.245259,29110,3,4,No,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,49,87.2,Yes,23,33.07,4345,0,0,1620.43,5965.43,0
Male,47,Yes,0,34.199787,-118.68493,23637,4,9,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,65,99.35,Yes,0,30.44,6347.55,0,0,1978.6,8326.15,0
Female,47,No,0,34.199787,-118.68493,23637,4,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,62,19.2,No,0,24.03,1123.65,0,0,1489.86,2613.51,0
Female,57,No,0,34.150354,-118.518292,27614,5,0,Yes,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,2,20.35,No,0,2.46,35.1,0,0,4.92,40.02,0
Male,36,Yes,3,34.236683,-118.517588,32307,5,1,Yes,Offer B,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,55,25.65,No,0,1.44,1388,0,0,79.2,1467.2,0
Female,64,No,0,34.236683,-118.517588,32307,5,0,No,None,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,30,94.4,Yes,27,2.67,2638.1,0,0,80.1,2718.2,0
Male,58,No,0,34.281911,-118.556218,28067,3,0,No,None,Yes,Yes,Cable,Yes,No,No,No,No,No,No,One Year,No,Credit Card,17,56.1,Yes,15,36.47,946.95,0,0,619.99,1566.94,0
Male,25,No,0,34.200175,-118.540958,68018,5,0,Yes,Offer A,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,72,24.75,No,27,29.29,1777.6,0,0,2108.88,3886.48,0
Male,47,No,0,34.286131,-118.435969,33389,5,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,9,76.09444444,Yes,27,34.75,684.85,0,0,312.75,997.6,0
Female,43,No,0,34.321621,-118.399841,81986,4,0,Yes,None,Yes,Yes,Cable,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71,54.15,No,27,8.4,1312.45,0,40,193.2,1545.65,0
Male,28,No,3,34.291273,-118.505104,48867,5,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,8,19.45,No,0,1.95,159.2,0,0,15.6,174.8,0
Male,31,No,3,34.214054,-118.88109,42526,3,0,No,None,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,One Year,No,Credit Card,15,64.85,No,29,43.69,950.75,0,0,655.35,1606.1,0
Male,47,No,0,34.191842,-118.822796,33057,3,0,No,Offer B,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,54,20,No,0,27.3,1149.65,0,0,1474.2,2623.85,0
Male,40,Yes,2,34.153733,-118.593408,25988,5,0,No,None,Yes,No,None,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,0,20.35,No,0,27.96,393.15,0,0,559.2,952.35,0
Female,23,Yes,0,34.19225,-118.776874,14814,3,1,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,20,20.35,No,0,27.96,393.15,0,0,559.2,952.35,0
Female,51,No,2,34.364153,-118.615583,9937,4,0,No,None,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,26,45.8,Yes,19,0,1147,0,0,0,1147,0
Female,36,Yes,0,34.178483,-118.431791,40376,4,2,Yes,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,53,108.95,Yes,28,18,5718.2,0,0,954,6672.2,0
Male,64,Yes,2,34.202494,-118.448048,51348,5,1,Yes,Offer A,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,72,90.8,Yes,26,20.63,6397.6,0,0,1485.36,7882.96,0
Female,52,Yes,0,34.146957,-118.432138,29387,3,1,Yes,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,68,84.7,Yes,4,7.87,5711.05,0,0,535.16,6246.21,0
Female,20,Yes,2,34.1692,-118.372498,36625,4,1,Yes,Offer D,Yes,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,23,91.1,Yes,51,27.97,2198.3,0,0,643.31,2841.61,0
Male,49,No,2,34.139082,-118.39275,26157,4,0,No,Offer B,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,60,19.95,No,0,16.59,1189.9,0,0,995.4,2185.3,0
Female,21,Yes,0,34.139082,-118.39275,26157,4,1,Yes,Offer A,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,72,26.45,No,0,22.22,1914.5,0,0,1599.84,3514.34,0
Male,32,No,0,34.187599,-118.387125,45358,4,0,No,Offer A,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,72,75.1,Yes,22,15.03,5336.35,0,0,1082.16,6418.51,0
Female,47,Yes,0,34.098275,-117.967399,76890,4,7,Yes,Offer A,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,72,110.15,No,24,12.85,7998.8,0,70,925.2,8994,0
Female,19,No,0,34.098275,-117.967399,76890,4,0,Yes,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,51,111.5,Yes,82,43.79,5703.25,0,0,2233.29,7936.54,0
Male,40,Yes,3,34.127621,-117.717863,34716,3,2,Yes,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,59,111.1,Yes,57,46.1,6555.2,0,0,2719.9,9275.1,0
Male,44,No,1,34.08111,-117.853935,25068,3,0,No,Offer E,Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,4,70.7,Yes,17,25.04,3382.3,0,0,434.01,300.77,0
Female,52,No,0,34.08111,-117.853935,25068,3,0,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,37,91.41351351,Yes,30,11.73,3382.3,0,0,434.01,3816.31,0
Male,35,No,0,34.04622,-118.053753,45645,4,0,Yes,None,Yes,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,37,62.53513514,Yes,30,38.43,2313.8,0,0,1421.91,3735.71,0
Male,58,Yes,0,34.04622,-118.053753,45645,4,9,Yes,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,72,109.95,Yes,22,40.78,7852.4,0,0,2936.16,10788.56,0
Female,51,No,0,33.976753,-117.897367,46342,3,0,Yes,Offer D,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,10,24.5,No,0,17.01,270.15,0,0,170.1,440.25,0
Female,42,No,0,34.050322,-118.147037,33280,3,0,No,None,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,One Year,No,Bank Withdrawal,29,58,Yes,25,14.46,1734.5,0,0,419.34,2153.84,0
Male,48,Yes,0,34.072121,-117.698319,34447,5,2,Yes,Offer B,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,61,25.45,No,0,11.53,1538.6,0,0,703.33,2241.93,0
Male,54,Yes,2,34.067932,-117.785168,36057,4,2,Yes,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,58,94.35,Yes,23,5.01,5563.65,0,0,290.58,5854.23,0
Male,37,Yes,2,34.102119,-117.815532,33878,4,5,No,Offer E,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,2,20.125,No,0,7.27,40.25,0,0,14.54,54.79,0
Male,24,Yes,0,34.089927,-118.095645,38041,4,5,Yes,Offer B,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,40,105.75,Yes,76,22.2,4228.55,0,0,888,5116.55,0
Female,27,No,0,34.105493,-117.660934,48827,4,0,No,None,Yes,Yes,Cable,No,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,26,54.75,Yes,42,39.84,1406.9,0,0,1035.84,2442.74,0
Female,27,Yes,0,34.018354,-117.85492,45118,3,1,Yes,None,Yes,Yes,Cable,No,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,33,53.75,Yes,59,15.45,1857.3,0,0,509.85,2367.15,0
Female,47,Yes,2,34.066964,-117.937007,44099,3,0,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,68,87.7,Yes,2,43.11,1725.95,0,0,819.09,2545.04,0
Female,32,Yes,1,32.67117,-117.00232,17389,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,70,20.16,No,0,26.85,1411.2,0,0,1879.5,3290.7,0
Male,38,Yes,0,32.622999,-116.687855,727,3,0,Yes,Offer D,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,12,94.55,Yes,8,13.88,1173.55,0,0,166.56,1340.11,0
Female,47,No,0,32.782501,-117.01611,24005,5,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,31,76.05,Yes,59,38.78,2227.8,0,0,1202.18,3429.98,0
Female,33,No,0,32.619465,-116.593605,905,5,0,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal,66,88.9,Yes,15,31.93,6000.1,0,0,2107.38,8107.48,0
Male,28,Yes,3,32.726627,-116.994608,56100,3,1,No,None,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,One Year,Yes,Credit Card,37,58.75,Yes,76,35.67,2203.1,0,0,1319.79,3522.89,0
Male,50,No,1,33.098018,-117.258203,43161,4,0,No,Offer D,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,13,66.4,Yes,17,30.19,863.2,0,0,392.47,1224.22,0
Female,64,Yes,3,33.098018,-117.258203,43161,4,6,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,66,20.15,No,0,11.47,1337.5,0,0,757.02,2128.93,0
Female,47,Yes,2,33.141265,-116.967221,48690,5,2,Yes,None,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,33,79.15,No,18,31.59,2531.4,0,20,1042.47,3593.87,0
Female,56,Yes,3,33.141265,-116.967221,48690,3,8,Yes,None,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Two Year,No,Credit Card,72,66.75,Yes,27,22.62,4760.3,0,0,1628.64,6388.94,0
Female,59,No,2,33.079834,-117.134275,17944,3,0,No,Offer D,Yes,Yes,Cable,No,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card,19,48.8,Yes,26,4.03,953.65,0,0,76.57,1030.22,0
Female,48,Yes,0,32.853743,-117.25034,42617,5,8,No,None,Yes,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,71,80.7,Yes,7,43.61,5705.05,0,0,3096.31,8801.36,0
Female,29,No,0,33.351059,-117.420557,98239,4,0,No,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,34,115.1,Yes,7,5.55,6993.65,0,0,338.55,7332.2,0
Female,44,Yes,1,33.384345,-117.072619,1831,4,6,No,Offer A,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,71,59.7,No,19,0,4122.65,0,0,0,4122.65,0
Male,35,No,0,33.012751,-117.200617,7615,3,0,No,None,No,Yes,DSL,No,No,Yes,Yes,No,No,No,One Year,No,Credit Card,46,33.7,Yes,48,0,1537.85,0,0,0,1537.85,0
Male,24,No,0,33.012751,-117.200617,7615,4,0,Yes,None,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,33,80.1,Yes,48,25.71,2603.3,0,0,848.43,3451.73,0
Female,44,No,0,33.012751,-117.200617,7615,4,0,No,None,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,One Year,Yes,Credit Card,57,41.1,Yes,24,0,2258.25,0,0,0,2258.25,0
Female,47,Yes,0,32.72523,-117.171346,27505,4,1,No,None,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,43,80.47209302,Yes,59,38.53,3460.3,24.9,0,1656.79,5092.19,0
Male,20,Yes,3,32.72523,-117.171346,27505,3,1,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1,90.1,Yes,59,24.33,90.1,0,0,24.33,114.43,0
Female,46,No,0,32.716007,-117.117462,47140,3,0,No,Offer A,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,69,82.45,Yes,22,25.73,5555.3,15.38,0,1775.37,7315.29,0
Female,64,Yes,0,32.747484,-117.166877,30202,3,1,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,61,20.25,No,0,10.94,1278.8,5.15,0,667.34,1940.99,0
Male,43,Yes,0,32.741852,-117.243453,27959,4,1,No,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,56,89.7,Yes,14,3.79,4952.95,41.66,0,212.24,5123.53,0
Female,24,Yes,0,32.774046,-117.142454,11650,3,5,No,Offer A,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,70,64.55,Yes,46,0,4504.9,46.06,0,0,4458.84,0
Male,27,Yes,2,32.76501,-117.19938,24169,4,7,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,49,93.65,Yes,59,36.08,4520.15,33.13,0,1767.92,6254.94,0
Female,26,Yes,1,32.697098,-117.116587,47431,4,1,Yes,None,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card,32,73.6,Yes,59,19.76,2316.85,12.66,0,632.32,2936.51,0
Male,45,No,1,32.762506,-117.07245,56887,3,0,No,None,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Two Year,No,Credit Card,37,61.45,No,27,49.99,2302.35,48.79,110,1849.63,4213.19,0
Male,27,Yes,2,32.807867,-117.060993,25569,3,1,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,5,20.55,No,0,41.21,99.45,0,0,206.05,305.5,0
Female,24,Yes,1,32.85723,-117.209774,34902,4,1,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,30,19.7,No,13,12.85,599.25,49.79,0,385.5,934.96,0
Male,47,Yes,2,33.017518,-117.118456,20046,4,1,No,None,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,44,54.05,Yes,59,0,2375.2,47.45,0,0,2327.75,0
Female,31,No,0,32.89325,-117.087091,29283,4,10,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,64,98.66171875,Yes,21,19.22,6314.35,13.37,0,1230.08,7531.06,0
Male,61,No,0,32.677716,-117.047666,36351,4,0,No,None,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0,50.1525,Yes,4,49.81,1003.05,2.81,0,996.2,1996.44,0
Female,57,No,0,33.752938,-116.230055,2743,3,0,Yes,None,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,38,84.1,Yes,13,25.11,3187.65,0,0,954.18,4141.83,0
Male,56,No,0,33.03933,-115.191857,23394,3,0,Yes,Offer A,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,66,74.6,Yes,11,45.57,4798.4,0,0,3007.62,7806.02,0
Male,24,No,0,33.889605,-115.257009,964,3,0,No,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,26,98.65,Yes,76,37,2537,0,0,962,3499,0
Female,25,No,0,33.948558,-116.516976,22796,3,0,No,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,69,89.35,Yes,19,5.36,89.35,0,0,5.36,94.71,0
Male,38,No,1,33.832799,-116.250973,5529,3,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1,89.35,Yes,19,5.36,89.35,0,0,5.36,94.71,0
Female,24,Yes,0,32.770393,-115.60915,43712,4,4,No,None,No,Yes,DSL,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,26,35.4,No,51,0,978.6,0,0,0,978.6,0
Male,50,No,0,32.811001,-115.152865,8062,5,0,No,Offer D,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18,18.40833333,No,0,31.33,331.35,0,0,563.94,895.29,0
Male,63,Yes,1,34.097863,-116.594561,3499,3,0,Yes,None,Yes,Yes,None,No,No,No,No,No,Yes,No,Two Year,No,Bank Withdrawal,39,20,No,0,24.48,1250.1,0,0,1517.76,2767.86,0
Male,44,No,2,33.906496,-116.569499,732,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,62,20,No,0,24.48,1250.1,0,0,1517.76,2767.86,0
Male,49,Yes,2,33.3249,-114.758334,291,3,8,Yes,None,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,16,90.8,No,12,48.71,1442.2,0,0,779.36,2221.56,0
Male,54,Yes,0,33.763678,-116.429928,12465,5,10,No,Offer A,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,71,105.25,No,8,37.69,7291.75,0,0,2675.99,9967.74,0
Male,54,No,0,33.849263,-116.382778,6242,3,0,No,None,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,4,61.3,No,69,37.7,249.4,0,10,150.8,410.2,0
Female,28,Yes,2,33.141265,-116.967221,48690,3,1,Yes,Offer B,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,58,75.8,Yes,69,2.87,4415.75,0,0,166.46,4582.21,0
Male,24,Yes,2,33.972293,-116.654195,805,3,2,No,Offer B,No,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Credit Card,55,52,Yes,41,0,2884.9,0,0,0,2884.9,0
Male,34,No,0,33.889605,-115.257009,964,3,0,No,None,Yes,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,10,43.62,Yes,22,15.45,436.2,0,0,154.5,590.7,0
Male,47,No,0,34.559882,-115.637164,42,4,0,No,None,No,Yes,Cable,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,5,23.68,Yes,22,0,118.4,0,0,0,118.4,0
Male,58,No,0,33.982787,-117.057627,7334,4,0,No,None,Yes,No,None,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,2,19.75,No,0,1.97,39.3,0,0,3.94,43.24,0
Male,59,No,0,34.248061,-117.29028,10484,3,0,Yes,None,Yes,Yes,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55,20.35,No,0,30.83,191.1,0,0,277.47,468.57,0
Female,27,No,0,34.943600000000004,-115.287901,115,3,0,No,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,One Year,No,Credit Card,46,95.65,Yes,59,30.6,4664.2,0,0,1407.6,6071.8,0
Female,28,Yes,2,34.087558,-117.464096,82630,3,7,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,71,97.2,Yes,69,39.09,6910.3,0,0,2775.39,9685.69,0
Female,47,Yes,2,34.136367,-117.460803,54586,3,6,No,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,63,63.55,No,27,1.18,4014.2,0,90,74.34,4178.54,0
Female,56,No,0,34.049671,-117.468896,29847,5,0,Yes,Offer B,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,51,24.95,No,0,44.35,1288,0,0,2261.85,3549.85,0
Female,54,No,0,34.361387,-117.337509,68515,3,0,No,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,15,94,Yes,16,15.28,1505.45,0,0,229.2,1734.65,0
Male,35,Yes,2,34.2565,-117.19335,9793,5,2,No,Offer B,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,57,95,Yes,22,42.18,5535.8,0,0,2404.26,7940.06,0
Male,47,Yes,0,34.711224,-114.702256,5488,4,10,No,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,70,114.3,Yes,30,21.68,8244.3,0,0,1517.6,9761.9,0
Female,33,Yes,0,34.711224,-114.702256,5488,3,0,No,Offer C,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,38,20.05,No,0,41.63,741.5,0,0,1581.94,2323.44,0
Male,47,Yes,1,35.478736,-115.516984,162,3,4,No,Offer A,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,68,62.65,Yes,24,164.2886765,4375.8,0,0,11171.63,6858.48,0
Female,47,No,0,34.441123,-117.537886,12463,5,0,Yes,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,30,100.45,No,59,34.49,3096.9,0,80,1034.7,4211.6,0
Male,39,Yes,0,34.459322,-117.629729,4280,3,10,Yes,Offer B,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,51,75.2,Yes,48,9.99,3901.25,0,0,509.49,4410.74,0
Female,47,Yes,1,34.109775,-117.378904,75882,3,5,No,Offer A,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,72,79.5,Yes,0,32.59,5661.7,0,0,2346.48,8008.18,0
Male,55,No,3,33.362575,-117.299644,42239,4,0,No,Offer C,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,33,95.3,Yes,53,10.36,3275.15,0,0,341.88,3617.03,0
Female,23,No,3,34.486835,-117.362274,63235,3,2,No,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,46,90.95,No,48,6.26,4236.6,0,50,287.96,4574.56,0
