Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,ID,Population,Satisfaction Score,Churn Category
9061-TIHDA,1,Male,23,NA,No,No,No,0,United States,California,San Leandro,94578,"37.704384, -122.126703",NA,-122.126703,1003,36568,3,No Churn
0064-YIJGF,1,Female,30,No,No,Yes,No,0,United States,California,Alhambra,91801,"34.090925, -118.128164",34.090925,-118.128164,288,54382,5,No Churn
4868-AADLV,1,Female,39,No,NA,Yes,Yes,NA,United States,California,Scott Bar,96085,"41.737962, -123.07557",NA,NA,1621,88,3,NA
3585-YNADK,1,Male,54,NA,No,Yes,Yes,2,United States,California,Bakersfield,93307,"35.280113, -118.962329",35.280113,-118.962329,709,59195,4,NA
3258-SANFR,1,NA,NA,No,No,No,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
6283-GITPX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9572-WUKSB,1,NA,32,No,No,Yes,Yes,2,United States,California,NA,95237,"38.166791, -121.14207",NA,-121.14207,1172,3205,3,No Churn
3217-FZDMN,1,Male,41,NA,NA,No,No,0,United States,California,Pinole,94564,"37.996462, -122.293716",NA,-122.293716,992,16717,NA,NA
0254-KCJGT,1,Female,44,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9065-ZCPQX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9170-GYZJC,NA,NA,57,No,No,No,No,0,NA,California,Glendale,91206,"34.162515, -118.203869",34.162515,-118.203869,185,31297,3,Attitude
0771-WLCLA,1,Male,21,NA,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Competitor
2920-RNCEZ,1,Male,30,No,No,No,No,0,United States,California,Martinez,94553,"38.014457, -122.115432",38.014457,NA,984,46677,NA,Competitor
2720-WGKHP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335-NTIUC,1,Male,24,Yes,No,Yes,No,0,United States,California,Duarte,91010,"34.145695, -117.95982",34.145695,-117.95982,165,27414,1,Competitor
1337-BOZWO,1,Female,35,No,No,NA,No,0,United States,California,NA,95815,"38.608405, -121.449942",38.608405,-121.449942,1464,25355,NA,NA
7219-TLZHO,1,Female,31,No,No,No,No,0,United States,California,Los Angeles,90024,"34.066303, -118.435479",34.066303,NA,23,44150,3,Competitor
5539-TMZLF,1,Female,49,NA,NA,Yes,Yes,3,United States,California,Los Angeles,NA,"33.964131, -118.272783",33.964131,-118.272783,NA,NA,NA,No Churn
7073-QETQY,1,NA,35,No,No,No,No,0,United States,California,Orange,92867,"33.81859, -117.821288",33.81859,-117.821288,604,40915,3,No Churn
8098-LLAZX,1,Female,48,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Competitor
0455-XFASS,NA,Female,62,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9445-ZUEQE,1,Male,47,No,No,No,No,0,United States,California,Fortuna,95540,"40.584991, -124.121504",40.584991,NA,1331,12241,3,No Churn
0106-GHRQR,1,Female,46,NA,No,No,No,0,NA,California,Baker,92309,NA,35.28952,-116.092214,437,904,4,NA
3904-UKFRE,1,Female,63,No,No,Yes,No,0,United States,California,Malibu,90265,"34.074572, -118.831181",34.074572,-118.831181,85,19630,3,No Churn
9317-WZPGV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1626-ERCMM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9837-FWLCH,1,Male,30,No,No,Yes,No,0,NA,California,Ahwahnee,93601,NA,37.375816,-119.739935,789,1968,5,NA
9357-UJRUN,1,Male,79,No,Yes,No,No,0,United States,California,Portola Valley,94028,"37.369709, -122.215844",37.369709,NA,894,6601,2,Attitude
1596-BBVTG,1,Female,73,NA,NA,Yes,NA,0,United States,NA,Escondido,92029,"33.079834, -117.134275",NA,-117.134275,329,17944,1,NA
6196-HBOBZ,1,Male,73,No,Yes,NA,No,0,NA,California,Witter Springs,95493,"39.222323, -122.985488",39.222323,NA,1313,240,3,No Churn
6549-BTYPG,NA,Male,19,Yes,NA,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Dissatisfaction
0222-CNVPT,1,Male,28,Yes,No,No,No,0,United States,California,Escalon,95320,"37.818543, -121.006907",37.818543,-121.006907,1199,11474,5,No Churn
2480-SQIOB,NA,Male,62,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
0257-KXZGU,1,Male,NA,No,Yes,Yes,Yes,1,United States,California,Sacramento,95841,"38.660442, -121.346321",NA,-121.346321,1488,20993,3,No Churn
7668-XCFYV,1,Female,47,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Competitor
0280-XJGEX,1,Male,36,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
2154-KVJFF,NA,Male,66,No,Yes,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
7439-DKZTW,NA,NA,79,No,Yes,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Attitude
5154-VEKBL,1,Male,30,No,No,No,No,0,NA,California,Mentone,92359,"34.103578, -117.04054",34.103578,-117.04054,469,7324,3,Attitude
0719-SYFRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2806-MLNTI,1,Female,28,Yes,No,No,No,0,United States,California,Sacramento,95835,"38.685069, -121.543709",NA,-121.543709,1484,854,1,Competitor
4146-SVFUD,1,Male,23,Yes,No,NA,No,0,United States,NA,Long Beach,90814,NA,33.771612,NA,159,19034,1,Attitude
5680-LQOGP,1,Female,52,No,No,Yes,Yes,NA,United States,California,Fort Bragg,NA,"39.455555, -123.683979",39.455555,-123.683979,NA,NA,NA,No Churn
3308-JSGML,1,Female,62,No,No,NA,NA,0,United States,California,Shasta,NA,"40.617614, -122.512861",40.617614,-122.512861,NA,NA,4,No Churn
6289-CPNLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7710-JSYOA,1,Female,NA,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
5922-ABDVO,1,Female,72,No,Yes,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
3071-VBYPO,1,Female,34,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9606-PBKBQ,1,Female,32,NA,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
3488-PGMQJ,1,Male,NA,No,No,Yes,NA,0,United States,California,Mckinleyville,95519,"40.965011, -124.015255",40.965011,NA,1321,15921,2,Competitor
8022-BECSI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7399-QHBJS,1,Female,58,NA,No,No,NA,0,United States,California,Palo Alto,94303,"37.45809, -122.115398",37.45809,-122.115398,941,45499,5,NA
7811-JIVPF,1,Female,22,Yes,No,No,No,0,United States,California,San Francisco,94103,"37.773147, -122.411287",37.773147,-122.411287,915,23036,3,NA
5298-GSTLM,1,Male,34,No,No,No,No,0,United States,California,Thousand Oaks,91360,NA,34.214054,-118.88109,215,42526,3,No Churn
4804-NCPET,1,NA,64,No,No,No,No,0,United States,California,West Covina,NA,NA,34.024405,-117.898722,NA,NA,4,No Churn
9944-HKVVB,1,Female,51,NA,No,No,No,0,United States,NA,Petaluma,94954,"38.235021, -122.557332",38.235021,-122.557332,1072,35419,3,No Churn
6481-ESCNL,1,Male,33,No,No,No,No,0,United States,California,San Diego,NA,"32.957195, -117.202542",32.957195,-117.202542,NA,NA,2,Competitor
7550-WIQVA,1,NA,19,Yes,NA,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
8677-HDZEE,1,NA,21,NA,No,No,No,0,NA,California,Oakland,94601,"37.776523, -122.219268",37.776523,NA,1019,54876,3,NA
8292-ITGYJ,1,NA,22,Yes,No,Yes,Yes,1,United States,NA,Santa Ysabel,92070,"33.174725, -116.743329",33.174725,NA,344,1143,3,No Churn
8357-EQXFO,1,Female,25,Yes,No,Yes,No,0,United States,California,Capitola,95010,"36.977025, -121.952864",36.977025,-121.952864,1089,9673,1,Competitor
4933-IKULF,1,Male,61,No,No,Yes,Yes,2,United States,NA,Nevada City,95959,"39.333737, -120.858667",39.333737,-120.858667,1532,17269,4,No Churn
1153-GNOLC,1,NA,22,Yes,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4673-KKSLS,1,Male,70,No,Yes,Yes,NA,0,United States,NA,Ben Lomond,95005,"37.078873, -122.090386",37.078873,NA,1085,6407,3,NA
9076-AXYIK,1,Female,68,No,Yes,No,No,0,United States,California,Shaver Lake,NA,"37.223, -119.001021",NA,-119.001021,NA,NA,1,Competitor
8515-OCTJS,1,Male,47,No,No,Yes,No,0,United States,California,NA,94520,"38.013825, -122.039144",38.013825,-122.039144,964,36186,4,No Churn
9820-RMCQV,1,Male,NA,No,No,No,No,0,United States,California,Tujunga,NA,"34.296574, -118.244839",34.296574,-118.244839,NA,NA,1,Competitor
4566-GOLUK,1,NA,44,NA,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Competitor
6615-NGGZJ,1,Female,50,No,No,No,No,0,United States,NA,NA,95227,"38.227285, -121.02789",38.227285,-121.02789,1165,722,4,No Churn
0125-LZQXK,NA,Female,49,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
5762-TJXGK,1,Male,53,No,No,No,No,0,United States,NA,San Marino,91108,"34.122671, -118.112911",NA,-118.112911,179,13158,3,No Churn
8080-POTJR,1,Female,49,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
8630-QSGXK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9269-CQOOL,1,Male,39,No,No,Yes,Yes,2,United States,California,Los Altos,94022,"37.349546, -122.134356",37.349546,-122.134356,890,18486,4,No Churn
5949-EBSQK,1,Male,45,NA,No,No,No,0,United States,NA,Colton,92324,"34.030915, -117.273201",34.030915,NA,449,52202,4,No Churn
1930-WNXSB,1,NA,50,No,No,Yes,Yes,2,NA,California,NA,91764,"34.074087, -117.605618",34.074087,-117.605618,272,49474,4,NA
6326-MTTXK,1,Female,30,NA,No,NA,No,0,United States,California,Aromas,95004,"36.878364, -121.629781",36.878364,-121.629781,1084,3373,4,No Churn
8200-KLNYW,1,Male,66,No,Yes,Yes,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Price
9705-IOVQQ,1,Male,26,Yes,NA,No,No,0,United States,California,San Diego,NA,"32.886925, -117.152162",32.886925,-117.152162,NA,NA,1,NA
3190-XFANI,NA,NA,32,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
2081-KJSQF,1,Female,64,No,No,No,No,0,United States,California,Leggett,95585,"39.873371, -123.741474",39.873371,-123.741474,1359,321,3,NA
3334-CTHOL,1,Male,NA,No,No,NA,No,NA,United States,NA,South Pasadena,NA,"34.110444, -118.156957",34.110444,-118.156957,NA,NA,NA,Other
1460-UZPRJ,NA,Male,22,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1757-TCATG,1,Female,NA,No,No,No,No,0,United States,California,Avila Beach,93424,"35.186644, -120.728305",35.186644,-120.728305,720,812,4,No Churn
9560-ARGQJ,1,Female,20,Yes,NA,No,No,0,United States,California,Yucaipa,NA,"34.04597, -117.011825",34.04597,-117.011825,NA,NA,4,No Churn
7175-NTIXE,1,Female,67,No,Yes,No,No,0,NA,California,NA,91024,"34.168686, -118.057505",34.168686,NA,169,10558,3,NA
7225-CBZPL,1,Male,25,NA,No,No,No,0,United States,California,Irvine,92606,"33.703976, -117.824172",33.703976,-117.824172,537,17621,NA,No Churn
3006-XIMLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7660-HDPJV,1,Female,34,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Competitor
6212-ATMLK,1,Male,62,No,No,Yes,No,0,United States,California,NA,NA,"34.165783, -118.399795",34.165783,-118.399795,NA,NA,NA,NA
7733-UDMTP,1,Female,51,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
3976-NLDEZ,NA,Male,77,No,Yes,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Price
3223-WZWJM,1,Male,64,No,NA,Yes,No,0,United States,California,Janesville,NA,"40.294034, -120.512622",40.294034,-120.512622,NA,NA,4,No Churn
4627-MIHJH,1,Male,34,No,No,No,Yes,2,United States,California,NA,95631,"39.031876, -120.811141",39.031876,-120.811141,1388,5714,4,No Churn
6284-AHOOQ,1,Male,47,No,No,No,Yes,3,NA,California,San Leandro,94578,NA,37.704384,-122.126703,1003,36568,4,No Churn
7802-EFKNY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3620-MWJNE,1,Male,NA,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
4315-MURBD,1,NA,NA,No,Yes,No,No,0,NA,California,Dunnigan,95937,NA,38.931425,-121.946081,1513,19,3,No Churn
8950-MTZNV,1,Male,22,NA,No,No,No,0,United States,NA,Fresno,93650,"36.841655, -119.797113",36.841655,-119.797113,827,3258,4,No Churn
8380-MQINP,1,Male,27,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Other
7661-CPURM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1925-TIBLE,1,Female,45,No,No,No,Yes,NA,United States,California,Laguna Niguel,92677,"33.529047, -117.701175",NA,-117.701175,566,62103,4,No Churn
5219-YIPTK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8065-YKXKD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7599-FKVXZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2292-XQWSV,1,Male,41,No,No,NA,No,0,United States,California,Glendora,91740,"34.119363, -117.855059",34.119363,-117.855059,257,25135,5,No Churn
1038-RQOST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2947-DOMLJ,NA,Male,50,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
9681-OXGVC,1,NA,31,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
1964-SVLEA,1,Female,76,No,Yes,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
8685-WHQPW,NA,Female,NA,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
5131-PONJI,1,Male,29,NA,No,No,No,0,United States,California,Fremont,94536,NA,37.572273,-121.964583,972,66543,NA,No Churn
7996-BPXHY,1,Female,20,Yes,No,Yes,No,0,United States,California,San Jose,95125,"37.294926, -121.894763",37.294926,-121.894763,1131,46185,3,NA
6008-NAIXK,1,Male,58,No,No,Yes,No,0,United States,California,Caspar,95420,"39.361283, -123.784599",39.361283,-123.784599,1260,333,3,No Churn
9092-GDZKO,1,Female,23,NA,No,Yes,Yes,3,United States,California,Los Angeles,90010,"34.062125, -118.315709",34.062125,-118.315709,9,1957,NA,Other
8348-HFYIV,1,Male,55,NA,No,No,No,NA,United States,California,Creston,93432,"35.480896, -120.469476",35.480896,-120.469476,726,1203,3,No Churn
7416-CKTEP,1,Female,40,No,No,No,No,0,United States,California,Willow Creek,95573,"40.949012, -123.655847",NA,-123.655847,1358,1666,NA,NA
6233-HXJMX,1,Male,75,No,Yes,No,No,0,United States,California,Escondido,92027,NA,33.141265,NA,327,48690,5,NA
1833-TCXKK,NA,Male,NA,No,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
7184-LRUUR,1,Female,77,No,NA,Yes,No,0,United States,California,San Diego,92126,"32.886925, -117.152162",32.886925,-117.152162,376,74232,1,Competitor
5924-IFQTT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4468-KAZHE,1,NA,NA,Yes,No,Yes,No,0,United States,California,Hesperia,92345,"34.361387, -117.337509",34.361387,-117.337509,462,68515,5,NA
2371-JQHZZ,1,Male,59,NA,No,No,No,0,United States,California,NA,92203,"33.752938, -116.230055",33.752938,-116.230055,386,2743,4,No Churn
4332-MUOEZ,NA,Female,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Competitor
9777-WJJPR,1,Female,NA,No,No,No,No,0,United States,California,Los Olivos,93441,"34.70434, -120.02609",34.70434,-120.02609,733,1317,3,NA
0148-DCDOS,1,Male,68,No,Yes,No,No,0,United States,NA,San Diego,92123,"32.808814, -117.134694",NA,NA,374,25232,NA,NA
8325-QRPZR,NA,Female,38,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
4121-AGSIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9207-ZPANB,1,Female,52,No,No,Yes,Yes,NA,United States,California,Downey,90240,"33.956228, -118.120993",33.956228,NA,72,24908,NA,No Churn
2959-FENLU,1,Male,20,Yes,No,Yes,No,0,United States,California,Rio Nido,95471,"38.522328, -122.97932",38.522328,-122.97932,1303,298,1,Dissatisfaction
0769-MURVM,NA,Female,20,Yes,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
8474-UMLNT,NA,Female,26,Yes,No,Yes,Yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
4452-QIIEB,NA,Female,52,No,No,Yes,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
9507-EXLTT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3701-SFMUH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028-FFNJK,1,NA,20,Yes,NA,Yes,No,0,United States,California,Ventura,NA,"34.279221, -119.221437",34.279221,-119.221437,NA,NA,1,NA
9547-ITEFG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2955-BJZHG,1,Female,52,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2829-HYVZP,1,Male,47,No,No,Yes,No,0,United States,California,Stirling City,95978,"39.904002, -121.527823",39.904002,-121.527823,1548,28,4,No Churn
2568-BRGYX,1,Male,33,No,No,Yes,Yes,1,United States,California,Maywood,NA,"33.988572, -118.186565",33.988572,-118.186565,NA,NA,NA,No Churn
8263-QMNTJ,1,Female,44,No,No,NA,NA,0,United States,California,Santa Ana,92701,"33.748478, -117.858918",33.748478,-117.858918,573,58157,NA,Competitor
8430-TWCBX,1,Female,NA,No,No,No,Yes,2,NA,California,Whittier,90606,"33.976678, -118.065875",33.976678,-118.065875,118,32148,3,No Churn
2770-NSVDG,NA,Male,51,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
5294-CDGWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9424-CMPOG,1,Female,60,No,No,Yes,Yes,3,United States,California,Mount Hermon,95041,NA,37.051166,NA,1103,77,3,NA
1895-QTKDO,1,Male,21,NA,NA,Yes,NA,0,United States,California,San Andreas,95249,"38.196497, -120.61689",38.196497,-120.61689,1178,3930,3,No Churn
7996-MHXLW,1,Female,64,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
8740-CRYFY,NA,NA,43,No,NA,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2877-VDUER,1,Female,63,No,NA,No,Yes,1,United States,California,San Mateo,NA,"37.556094, -122.272437",37.556094,-122.272437,NA,NA,3,NA
8975-SKGRX,1,Female,42,No,No,No,No,0,NA,California,NA,92225,"33.674583, -114.71612",33.674583,-114.71612,391,24659,3,No Churn
5908-QMGOE,1,Male,34,NA,No,No,No,NA,United States,California,Guatay,91931,"32.857946, -116.561917",32.857946,NA,301,796,1,NA
9139-TWBAS,NA,Female,64,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
7208-PSIHR,1,Male,59,No,No,No,No,NA,United States,California,Norwalk,90650,"33.905963, -118.08263",33.905963,-118.08263,126,103214,NA,No Churn
5937-EORGB,1,Female,NA,Yes,No,No,NA,NA,United States,California,Red Bluff,96080,"40.186772, -122.388361",40.186772,-122.388361,1619,26438,3,NA
2075-PUEPR,1,Male,72,No,Yes,Yes,NA,0,United States,California,NA,92567,NA,33.82769,-117.102244,521,7344,3,Attitude
4373-VVHQL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8722-PRFDV,1,Male,32,No,No,Yes,Yes,3,United States,California,Santa Ana,92701,"33.748478, -117.858918",33.748478,-117.858918,573,58157,NA,No Churn
4307-KWMXE,1,Male,67,NA,Yes,No,No,0,United States,California,Burney,NA,NA,40.946785,-121.719489,NA,NA,NA,No Churn
6067-NGCEU,NA,Male,74,No,Yes,Yes,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
6543-XRMYR,1,Female,58,No,No,NA,Yes,3,United States,California,Stinson Beach,94970,NA,37.921137,-122.657562,1078,781,5,No Churn
8821-KVZKQ,1,Male,35,No,NA,No,No,0,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,368,51213,NA,Other
4098-NAUKP,1,Male,26,Yes,No,No,No,0,United States,California,San Diego,92122,"32.85723, -117.209776",32.85723,-117.209774,373,34902,1,Competitor
6656-JWRQX,1,NA,NA,No,Yes,NA,No,0,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,328,42239,NA,No Churn
4631-OACRM,1,Male,42,No,NA,No,Yes,2,United States,California,Aptos,NA,"37.013471, -121.877877",37.013471,-121.877877,NA,NA,4,No Churn
7196-LIWRH,1,Male,59,NA,No,No,NA,0,United States,NA,NA,94704,"37.871416, -122.246597",37.871416,NA,1035,21205,1,Competitor
4360-PNRQB,1,NA,46,No,No,Yes,No,0,United States,California,NA,93669,"37.287758, -119.548156",37.287758,-119.548156,841,327,NA,No Churn
8402-OOOHJ,1,Female,48,No,No,No,No,0,United States,California,NA,93675,"36.719141, -119.202677",36.719141,-119.202677,843,3146,2,Price
6240-EURKS,1,Male,47,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Other
4560-WQAQW,1,Male,73,No,Yes,NA,No,0,United States,NA,Long Barn,95335,NA,38.109125,-120.078597,1212,683,NA,No Churn
8777-PVYGU,1,Female,41,No,No,NA,Yes,3,United States,California,Morongo Valley,92256,"34.097863, -116.594561",34.097863,NA,409,3499,3,No Churn
6286-ZHAOK,1,Male,73,No,Yes,No,NA,0,NA,California,Valencia,91354,"34.457005, -118.573726",34.457005,NA,212,17846,2,Price
2724-FJDYW,1,Male,53,No,No,NA,No,0,United States,California,Palos Verdes Peninsula,90274,"33.788208, -118.404955",33.788208,-118.404955,89,24979,3,No Churn
2260-USTRB,1,Male,39,No,No,Yes,No,0,United States,California,NA,95451,"38.93496, -122.792243",38.93496,-122.792243,1285,9902,4,NA
6464-KEXXH,1,Male,33,No,No,No,No,0,NA,California,NA,91203,"34.153338, -118.262974",34.153338,-118.262974,182,14493,4,NA
7683-CBDKJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6917-YACBP,NA,Female,48,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
4626-GYCZP,1,Female,60,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
7968-QUXNS,1,Female,54,NA,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
6036-TTFYU,1,Male,30,No,No,NA,Yes,2,NA,California,Redding,96002,"40.527834, -122.318749",40.527834,NA,1560,30338,4,No Churn
3066-RRJIO,1,Male,NA,No,No,NA,No,0,United States,NA,Fresno,93721,"36.732694, -119.783786",36.732694,-119.783786,853,6848,3,No Churn
9750-BOOHV,1,Male,40,No,No,Yes,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
5546-QUERU,1,Male,NA,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
3315-TOTBP,1,Male,72,No,Yes,No,No,0,United States,California,Palmdale,93551,"34.613476, -118.256358",34.613476,-118.256358,779,34045,3,No Churn
5848-FHRFC,1,Female,42,No,No,Yes,Yes,3,United States,California,NA,94118,"37.781304, -122.461522",37.781304,-122.461522,928,38955,NA,NA
5578-NKCXI,1,Female,46,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
0373-AIVNJ,1,Female,60,No,No,No,No,NA,United States,California,San Leandro,94577,NA,37.717196,NA,1002,41871,3,No Churn
2049-BAFNW,NA,Male,47,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
5644-PDMZC,1,Male,39,No,NA,No,No,NA,NA,California,Lawndale,90260,NA,33.88856,-118.351813,82,33300,1,Attitude
0661-WCQNQ,1,Male,32,No,No,No,No,0,United States,California,NA,NA,"39.681488, -121.83721",39.681488,-121.83721,NA,NA,4,No Churn
6651-AZVTJ,1,Female,NA,No,NA,No,NA,0,United States,California,San Mateo,94404,"37.556094, -122.272437",37.556094,-122.272437,948,31882,NA,No Churn
5384-ZTTWP,1,Male,47,No,NA,Yes,Yes,1,NA,California,NA,NA,"34.195386, -118.238508",34.195386,NA,NA,NA,1,Dissatisfaction
7181-BQYBV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7941-RCJOW,1,Male,21,Yes,No,Yes,No,NA,United States,California,Concord,94520,"38.013825, -122.039144",38.013825,-122.039144,964,36186,3,Other
8124-NZVGJ,1,Male,NA,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
1821-BUCWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8980-WQFWL,1,Female,37,No,No,Yes,No,0,United States,California,Novato,NA,"38.067204, -122.524004",38.067204,-122.524004,NA,NA,3,Other
9026-LHEVG,1,Male,79,No,Yes,Yes,No,0,United States,California,San Gabriel,91775,"34.114772, -118.089431",34.114772,NA,279,23444,4,No Churn
