Customer ID,Count.x,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Count.y,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,ID,Population,Satisfaction Score,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
5028-HTLJB,1,NA,32,No,No,No,NA,0,1,United States,California,Tuolumne,95379,"37.939768, -120.188002",37.939768,-120.188002,1240,3979,3,1,Q3,No,0,1,None,Yes,49.19,No,NA,DSL,17,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,49,49,0,0,49.19,98.19,No Churn
4900-MSOMT,1,Male,27,NA,No,Yes,No,0,1,United States,California,Twain Harte,95383,"38.107441, -120.230625",38.107441,-120.230625,1243,4848,5,1,Q3,Yes,1,NA,None,No,0,No,Yes,NA,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,49.8,836.35,0,0,NA,836.35,NA
7233-PAHHL,1,Male,NA,No,NA,No,No,0,1,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221,327,48690,3,1,Q3,No,0,1,Offer E,NA,2.29,No,No,None,NA,No,No,NA,No,No,No,No,NA,Month-to-Month,No,NA,20.95,20.95,NA,0,NA,NA,NA
1196-AMORA,1,Male,27,Yes,No,Yes,Yes,1,1,United States,California,Santa Rosa,95401,"38.460517, -122.790335",38.460517,-122.790335,1249,36125,4,1,Q3,Yes,8,41,Offer B,Yes,39.53,NA,No,None,NA,No,No,No,No,No,No,No,No,NA,No,Bank Withdrawal,19.5,798.2,NA,NA,1620.73,2418.9300000000003,No Churn
3890-RTCMS,1,Female,45,No,No,No,No,0,1,United States,California,Santa Rosa,NA,"38.526941, -122.709096",38.526941,-122.709096,NA,NA,4,1,Q3,No,0,1,Offer E,NA,9.82,No,Yes,Cable,13,NA,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.15,44.15,0,0,9.82,53.97,NA
3223-DWFIO,NA,Female,37,No,No,No,Yes,NA,1,United States,California,NA,95410,"39.225694, -123.717354",39.225694,-123.717354,1255,1054,4,1,Q3,No,0,17,None,Yes,49.78,Yes,Yes,Fiber Optic,19,No,NA,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,NA,92.7,NA,0,NA,846.26,NA,NA
7268-WNTCP,1,Female,NA,No,No,NA,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Q3,Yes,8,72,None,NA,NA,Yes,No,None,0,No,No,NA,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,NA,1988.05,0,0,185.04,2173.09,NA
4998-IKFSE,1,Male,39,No,No,Yes,Yes,3,1,United States,NA,Boonville,95415,NA,NA,-123.381544,1257,1374,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
3279-DYZQM,1,Female,32,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
6008-NAIXK,1,Male,58,No,No,Yes,No,0,1,United States,California,Caspar,95420,"39.361283, -123.784599",39.361283,-123.784599,1260,333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
6581-NQCBA,1,Male,NA,No,No,No,No,0,1,United States,California,Cazadero,NA,"38.578807, -123.19338",38.578807,NA,NA,NA,3,1,NA,No,0,20,None,Yes,16.05,NA,Yes,NA,18,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.2,2203.7,0,0,321,2524.7,No Churn
4946-EDSEW,1,Male,32,No,No,Yes,Yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Q3,Yes,3,19,None,Yes,NA,NA,No,None,0,No,No,No,No,No,No,NA,No,Two Year,No,Credit Card,NA,387.4,0,0,602.3,989.6999999999999,NA
7078-NVFAM,1,Male,62,No,NA,NA,No,NA,1,United States,California,Cloverdale,95425,"38.801936, -122.938935",38.801936,-122.938935,1265,9210,4,1,Q3,NA,0,53,Offer B,No,0,No,Yes,Cable,17,No,No,Yes,Yes,NA,Yes,NA,Yes,One Year,No,Credit Card,54.9,3045.75,0,0,NA,3045.75,NA
2359-QWQUL,1,Male,56,No,No,No,No,0,1,United States,California,Comptche,95427,"39.239818, -123.565432",39.239818,-123.565432,1267,371,NA,1,NA,No,0,NA,None,Yes,6.93,No,No,None,0,No,NA,No,No,No,No,NA,No,Month-to-Month,No,NA,20.15,130.5,0,0,41.58,172.07999999999998,No Churn
5916-QEWPT,1,Male,22,Yes,No,Yes,Yes,3,1,United States,NA,Covelo,95428,"39.83307, -123.178765",39.83307,-123.178765,1268,2296,3,1,Q3,NA,NA,9,NA,Yes,30.46,Yes,Yes,Fiber Optic,82,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,90.35,767.9,0,0,274.14,1042.04,NA
0870-VEMYL,1,NA,62,No,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Q3,Yes,1,8,Offer E,Yes,12.41,Yes,Yes,NA,NA,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,NA,446.8,0,0,99.28,546.08,NA
5366-OBVMR,1,Female,45,No,NA,NA,Yes,3,1,United States,California,Duncans Mills,95430,"38.445603, -123.063756",38.445603,-123.063756,1270,187,4,1,NA,Yes,5,71,None,Yes,4.91,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,NA,114.6,8100.25,0,0,348.61,8448.86,NA
0225-ZORZP,1,NA,NA,No,No,Yes,No,0,1,United States,California,Fort Bragg,95437,"39.455555, -123.683979",39.455555,-123.683979,1274,14417,4,1,Q3,Yes,1,NA,None,Yes,49.51,No,Yes,Fiber Optic,3,No,NA,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.3,NA,0,90,3366.68,10211.03,NA
3946-JEWRQ,1,Male,51,No,No,No,No,0,1,United States,California,Fulton,95439,"38.493888, -122.777141",38.493888,NA,1275,476,3,1,Q3,No,0,34,None,Yes,28,Yes,Yes,Fiber Optic,18,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,NA,0,0,NA,4492.65,NA
3354-OADJP,NA,Male,51,No,No,No,NA,0,NA,United States,California,Geyserville,95441,NA,38.731771,NA,1276,2349,NA,1,NA,No,0,26,None,Yes,29.72,No,NA,Fiber Optic,11,NA,Yes,Yes,NA,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.2,2184.6,0,0,772.72,2957.3199999999997,NA
7785-RDVIG,1,Male,42,No,NA,No,NA,0,1,NA,California,Glenhaven,95443,NA,39.045246,-122.743181,1278,175,NA,NA,Q3,No,0,7,Offer E,Yes,NA,No,No,NA,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,18.95,130.55,0,NA,232.26,362.81,No Churn
9565-JSNFM,1,Female,51,No,No,Yes,No,NA,1,NA,NA,Graton,95444,"38.434362, -122.86891",38.434362,-122.86891,1279,390,NA,NA,Q3,No,0,20,None,Yes,43.49,NA,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,NA,1540.35,0,0,869.8000000000001,2410.15,NA
7765-LWVVH,1,Female,48,No,No,Yes,No,0,1,United States,California,Gualala,95445,NA,38.848082,-123.50608,1280,1916,NA,1,Q3,Yes,5,60,Offer B,Yes,9.98,NA,Yes,Fiber Optic,22,No,Yes,Yes,No,NA,Yes,Yes,Yes,Month-to-Month,Yes,NA,106.15,6411.25,0,0,NA,7010.05,NA
3230-WYKIR,1,Male,51,No,No,Yes,Yes,1,1,United States,California,Guerneville,95446,NA,38.52576,-123.013347,1281,4913,5,1,Q3,Yes,5,72,None,Yes,37.11,No,No,None,0,No,NA,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.55,1432.55,0,NA,NA,4104.47,No Churn
2208-MPXIO,1,Male,64,No,No,No,No,0,NA,United States,NA,Hopland,95449,"38.93706, -123.118111",38.93706,-123.118111,1283,1373,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
3470-OBUET,1,Male,40,No,No,Yes,Yes,1,1,United States,NA,Jenner,95450,"38.505995, -123.187019",38.505995,-123.187019,1284,438,4,1,Q3,Yes,2,NA,None,Yes,31.99,No,NA,None,0,No,No,No,NA,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,313.4,0,0,511.84,825.24,NA
4500-HKANN,1,Female,58,NA,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Q3,No,0,10,None,Yes,8.35,No,Yes,Cable,NA,No,No,No,Yes,No,NA,Yes,Yes,Month-to-Month,Yes,Credit Card,60.95,629.55,0,0,83.5,713.05,NA
8570-KLJYJ,1,Male,60,No,No,No,No,0,1,United States,California,Lakeport,95453,"39.080469, -122.955176",39.080469,-122.955176,1287,11180,NA,1,Q3,NA,0,31,None,Yes,42.05,NA,Yes,Fiber Optic,NA,No,Yes,No,NA,No,No,No,Yes,Month-to-Month,Yes,NA,81.15,2640.55,0,0,1303.55,3944.1000000000004,NA
5453-YBTWV,1,Female,26,Yes,No,Yes,No,0,1,United States,NA,Laytonville,NA,NA,39.806141,-123.531098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
1984-FCOWB,1,Male,29,Yes,No,No,No,0,1,United States,NA,Little River,95456,"39.245911, -123.77214",39.245911,-123.77214,1289,882,4,1,Q3,No,0,58,Offer B,Yes,49.02,No,No,None,0,No,No,No,No,No,NA,No,No,Two Year,No,Credit Card,20.8,1212.25,0,0,2843.1600000000003,4055.4100000000003,NA
5989-AXPUC,NA,Male,31,No,No,Yes,Yes,1,1,United States,California,NA,95457,"38.925545, -122.549083",38.925545,NA,1290,2644,NA,1,Q3,Yes,7,NA,None,Yes,2.5,Yes,Yes,Cable,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,NA,Credit Card,90.15,6237.05,0,0,175,6412.05,NA
2359-KLTEK,1,Female,30,No,No,NA,No,0,1,United States,NA,Lucerne,95458,"39.141934, -122.770679",39.141934,-122.770679,1291,3002,3,1,Q3,Yes,2,71,None,Yes,22.33,Yes,Yes,Cable,71,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,No,Bank Withdrawal,NA,6310.9,0,0,1585.4299999999998,7896.33,NA
8766-PAFNE,NA,Female,33,No,No,Yes,Yes,3,1,United States,California,NA,95461,"38.787446, -122.58675",38.787446,-122.58675,1294,7789,NA,1,Q3,Yes,NA,72,None,Yes,NA,Yes,Yes,Fiber Optic,53,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Two Year,Yes,NA,118.75,8672.45,0,0,2962.08,11634.53,NA
8752-IMQOS,1,Female,56,No,No,Yes,No,0,NA,United States,California,Monte Rio,95462,"38.471049, -123.015549",38.471049,-123.015549,1295,1537,NA,1,Q3,Yes,1,26,None,NA,NA,No,Yes,Fiber Optic,2,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.9,2196.45,NA,0,1098.76,3295.21,NA
2667-WYLWJ,1,Female,41,No,No,Yes,No,0,1,NA,NA,Navarro,95463,"39.182916, -123.552571",39.182916,-123.552571,1296,148,3,1,Q3,Yes,1,33,None,Yes,10.34,Yes,Yes,Fiber Optic,22,No,NA,Yes,Yes,No,Yes,Yes,NA,Month-to-Month,Yes,Credit Card,95,3008.15,0,60,341.21999999999997,3409.37,No Churn
4415-WNGVR,1,Female,51,No,No,Yes,Yes,3,1,United States,California,NA,95464,"39.12334, -122.838198",39.12334,-122.838198,1297,2223,NA,1,Q3,Yes,1,10,None,Yes,18.62,No,No,None,0,NA,No,No,No,No,No,No,No,Two Year,No,NA,20.15,NA,0,0,186.20000000000002,407,NA
8592-PLTMQ,1,Female,52,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Q3,No,0,10,None,Yes,10.46,No,No,NA,0,No,No,No,NA,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.2,222.65,0,0,104.60000000000001,NA,NA
8062-YBDOE,1,Female,31,No,No,Yes,Yes,2,1,United States,NA,Point Arena,95468,"38.911299, -123.609588",38.911299,-123.609588,1300,1352,3,1,Q3,NA,1,39,None,Yes,5.88,Yes,No,None,0,No,No,No,No,No,No,No,NA,One Year,Yes,Credit Card,24.2,914.6,0,0,229.32,1143.92,No Churn
5003-OKNNK,1,Female,40,No,No,No,NA,0,1,United States,California,NA,NA,NA,39.408634,-123.045516,NA,NA,3,1,NA,No,0,11,None,Yes,48.92,No,No,None,0,No,No,No,No,NA,No,No,No,Month-to-Month,NA,Bank Withdrawal,20.3,246.3,0,0,538.12,784.4200000000001,No Churn
3746-EUBYR,1,Female,36,No,No,Yes,Yes,2,NA,United States,California,Rio Nido,95471,"38.522328, -122.97932",38.522328,-122.97932,1303,298,NA,1,Q3,Yes,NA,68,None,Yes,25.16,Yes,Yes,Cable,26,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.3,5560,0,0,1710.88,7270.88,No Churn
9972-NKTFD,1,Male,43,No,No,No,No,0,1,United States,California,Sebastopol,95472,"38.398815, -122.861923",38.398815,-122.861923,1304,31266,3,1,Q3,No,0,NA,None,Yes,34.78,Yes,Yes,Fiber Optic,2,No,No,Yes,No,NA,NA,No,Yes,NA,Yes,Credit Card,89.6,1633,NA,0,626.04,2259.04,No Churn
8844-TONUD,1,Male,47,No,No,No,No,0,NA,United States,California,Ukiah,95482,"39.134075, -123.23422",39.134075,-123.23422,1308,30988,4,1,Q3,No,0,18,None,Yes,33.8,Yes,Yes,Cable,17,Yes,No,NA,No,No,No,No,No,Month-to-Month,NA,Credit Card,56.25,969.85,0,30,608.4,1608.25,No Churn
1702-CCFNJ,1,Female,59,No,NA,Yes,Yes,2,1,United States,California,Upper Lake,95485,NA,39.220368,-122.907693,1309,2344,4,1,Q3,Yes,2,52,Offer B,Yes,10.03,No,NA,Cable,29,No,No,Yes,NA,No,No,No,Yes,One Year,Yes,Bank Withdrawal,50.95,2610.65,0,0,521.56,3132.21,NA
1710-RCXUS,1,Male,42,No,No,NA,Yes,3,1,United States,California,Westport,95488,"39.724433, -123.767578",39.724433,-123.767578,1310,309,3,1,Q3,NA,8,56,Offer B,Yes,40.86,Yes,NA,Fiber Optic,27,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Two Year,No,Credit Card,115.85,6567.9,0,0,2288.16,8856.06,NA
3026-ATZYV,NA,Male,51,NA,No,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,No,0,45,Offer B,Yes,24.75,Yes,Yes,Fiber Optic,13,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.65,4747.85,0,0,1113.75,5861.6,No Churn
1285-OKIPP,1,Female,45,No,No,No,NA,0,1,United States,California,Windsor,NA,"38.527297, -122.810044",38.527297,-122.810044,NA,NA,NA,1,NA,No,0,67,None,Yes,43.3,Yes,No,None,0,No,No,No,No,No,NA,No,No,Two Year,Yes,Credit Card,26.1,1759.55,NA,0,2901.1,4660.65,No Churn
5110-CHOPY,1,Male,33,No,No,Yes,NA,0,NA,United States,NA,Witter Springs,NA,"39.222323, -122.985488",39.222323,-122.985488,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
5917-RYRMG,1,Male,NA,No,NA,Yes,No,0,1,NA,California,The Sea Ranch,95497,"38.696659, -123.436861",38.696659,-123.436861,1315,752,4,1,Q3,Yes,2,63,None,Yes,48.14,NA,NA,Cable,28,NA,Yes,No,Yes,No,Yes,Yes,No,Two Year,No,NA,67.25,4234.15,0,150,3032.82,7416.969999999999,No Churn
0883-EIBTI,1,Female,50,No,No,Yes,Yes,2,1,United States,NA,Eureka,95501,"40.796621, -124.15428",40.796621,-124.15428,1316,23224,NA,NA,Q3,Yes,1,11,None,Yes,15.04,Yes,No,None,0,NA,No,NA,No,No,No,No,No,NA,No,Credit Card,25,300.7,0,0,165.44,466.14,NA
5655-JSMZM,1,Male,NA,Yes,No,No,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Q3,No,0,1,None,Yes,41.39,No,Yes,Cable,48,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,NA,59.55,NA,0,NA,41.39,100.94,NA
6715-OFDBP,NA,NA,NA,No,No,No,No,0,1,United States,California,Alderpoint,95511,"40.166028, -123.584144",40.166028,-123.584144,1319,261,5,1,NA,No,NA,55,None,NA,NA,Yes,Yes,DSL,23,NA,NA,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,77.8,4323.35,0,0,1446.5,5769.85,No Churn
8917-FAEMR,1,Male,34,No,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Q3,Yes,2,25,None,Yes,47.1,Yes,NA,NA,25,No,No,No,Yes,No,No,No,Yes,One Year,NA,Credit Card,55.1,1466.1,0,0,1177.5,2643.6,NA
7606-BPHHN,1,Female,55,No,No,Yes,No,0,1,United States,NA,Arcata,95521,"40.839958, -124.003757",40.839958,-124.003757,1322,19596,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6726-NNFWD,1,Female,33,No,No,No,Yes,2,1,United States,California,NA,95524,"40.825486, -124.049485",40.825486,-124.049485,1323,1689,5,1,Q3,No,0,65,None,No,0,No,Yes,DSL,25,No,NA,No,Yes,Yes,No,No,Yes,Two Year,NA,Credit Card,45.25,NA,0,0,0,2933.95,No Churn
3398-GCPMU,NA,Male,31,NA,No,Yes,Yes,1,NA,United States,California,Bridgeville,95526,"40.372532, -123.525626",40.372532,-123.525626,1325,695,3,1,Q3,Yes,9,7,None,Yes,NA,No,No,None,0,NA,No,No,NA,No,No,No,NA,Month-to-Month,No,Credit Card,20.25,144.35,0,0,279.85999999999996,424.2099999999999,NA
8213-TAZPM,1,Female,45,No,No,Yes,No,0,1,United States,California,Burnt Ranch,95527,NA,40.854512,-123.450097,1326,485,3,1,Q3,Yes,7,72,None,Yes,15.23,Yes,Yes,NA,26,Yes,Yes,NA,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,64.75,4804.75,0,0,1096.56,5901.3099999999995,NA
1265-HVPZB,NA,Female,28,Yes,No,No,No,0,NA,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,328,42239,NA,1,Q3,No,0,2,None,Yes,NA,No,No,NA,0,No,No,No,NA,NA,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.7,39.85,0,0,27.78,NA,NA
9722-UJOJR,1,NA,50,No,No,Yes,No,0,1,United States,California,Fortuna,95540,"40.584991, -124.121504",NA,-124.121504,1331,12241,3,1,Q3,Yes,8,72,None,NA,27.59,Yes,NA,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,NA,8332.15,0,0,1986.48,10318.63,NA
8414-OOEEL,1,Female,NA,No,No,No,No,0,1,United States,California,Garberville,95542,"40.057784, -123.679461",40.057784,-123.679461,1332,2423,NA,1,Q3,No,NA,6,None,Yes,39.16,No,Yes,NA,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,314.6,0,0,234.95999999999998,549.56,No Churn
6907-NZZIJ,NA,Male,58,NA,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Q3,NA,0,52,None,Yes,5.92,NA,Yes,Fiber Optic,23,No,No,Yes,No,No,Yes,Yes,No,NA,Yes,Credit Card,83.8,4331.4,0,70,307.84,4709.24,No Churn
6266-QHOJZ,1,Male,22,Yes,No,No,No,0,1,United States,California,NA,95549,NA,40.664483,-123.865325,1338,264,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-ZSLJM,1,Female,24,Yes,NA,Yes,No,0,NA,United States,California,Korbel,95550,"40.7666, -123.80458",40.7666,-123.80458,1339,155,NA,NA,Q3,Yes,4,12,Offer D,Yes,23.99,No,Yes,DSL,51,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,NA,NA,690.5,0,0,287.88,978.38,No Churn
5886-VLQVU,1,Female,50,No,No,No,No,0,1,NA,California,Loleta,95551,"40.665952, -124.240051",40.665952,-124.240051,1340,1447,5,1,Q3,No,0,13,Offer D,Yes,21.36,No,NA,None,0,No,NA,No,No,No,No,NA,No,Month-to-Month,Yes,NA,19.3,279.3,0,0,277.68,556.98,No Churn
0114-PEGZZ,1,NA,20,NA,No,No,No,0,1,United States,California,Mad River,95552,"40.390301, -123.412327",40.390301,-123.412327,1341,265,4,1,Q3,No,0,22,NA,Yes,43.78,Yes,Yes,DSL,47,Yes,Yes,Yes,No,No,NA,No,No,Month-to-Month,NA,Credit Card,NA,1427.55,0,10,963.1600000000001,2400.71,No Churn
6982-SSHFK,1,Female,NA,No,No,Yes,NA,3,1,United States,California,Orick,95555,NA,41.336354,-124.044354,1344,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
6408-WHTEF,1,Female,23,Yes,NA,No,No,0,1,NA,NA,Orleans,95556,"41.269521, -123.546958",NA,-123.546958,1345,574,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5091-HFAZW,1,NA,42,No,No,Yes,Yes,3,1,United States,California,Petrolia,95558,"40.274302, -124.210902",40.274302,-124.210902,1346,300,5,1,Q3,Yes,1,40,None,Yes,3.01,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.15,777.35,0,0,120.39999999999999,897.75,NA
2519-FAKOD,1,Female,19,Yes,No,No,No,0,1,United States,California,Scotia,95565,"40.440636, -124.098739",40.440636,-124.098739,1352,1125,NA,1,Q3,No,0,1,None,No,0,No,Yes,DSL,NA,NA,No,No,No,No,No,Yes,No,Month-to-Month,No,Credit Card,24.4,24.4,0,10,0,34.4,No Churn
1796-JANOW,1,NA,32,No,NA,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
6278-FEPBZ,1,Male,28,Yes,No,No,NA,0,1,United States,California,Redcrest,NA,"40.363446, -123.835041",40.363446,-123.835041,NA,NA,5,NA,Q3,No,0,13,Offer D,Yes,33.95,No,Yes,DSL,NA,NA,No,No,Yes,No,NA,Yes,Yes,Month-to-Month,Yes,NA,50.55,610.75,0,0,441.35,1052.1,NA
3768-VHXQO,NA,Female,NA,Yes,No,No,No,0,1,United States,California,Weott,95571,NA,40.310119,-123.909449,1357,270,3,1,NA,NA,0,1,None,Yes,38.81,No,Yes,NA,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,70.7,70.7,0,0,38.81,109.51,NA
0750-EKNGL,1,NA,33,No,No,Yes,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Q3,Yes,8,4,Offer E,NA,35.09,No,Yes,DSL,NA,No,No,NA,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.25,155.35,0,0,140.36,295.71000000000004,No Churn
4195-PNGZS,1,Male,51,No,No,No,No,0,1,NA,California,Leggett,95585,"39.873371, -123.741474",NA,-123.741474,1359,321,4,1,Q3,No,0,2,Offer E,NA,NA,No,Yes,Fiber Optic,26,No,No,No,No,NA,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,NA,0,0,3.14,147.14,NA
4032-RMHCI,1,Male,NA,Yes,No,NA,No,0,1,NA,California,Piercy,95587,"39.955587, -123.681175",39.955587,-123.681175,1360,200,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
5014-GSOUQ,NA,Female,42,No,No,NA,Yes,2,1,NA,California,NA,92028,"33.362575, -117.299644",33.362575,-117.299644,328,42239,4,1,Q3,Yes,1,37,None,NA,31.83,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,26.45,911.6,0,0,1177.71,2089.31,No Churn
7524-VRLPL,NA,Female,34,No,No,No,No,NA,1,United States,California,Amador City,95601,"38.431407, -120.8421",38.431407,-120.8421,1363,222,NA,1,Q3,No,0,23,Offer D,Yes,10.41,No,No,None,0,No,No,No,No,No,No,No,NA,One Year,Yes,Credit Card,19.65,478.1,0,0,239.43,717.53,No Churn
6695-AMZUF,1,Female,31,No,NA,Yes,Yes,3,1,NA,California,NA,95603,"38.912881, -121.082766",38.912881,-121.082766,1365,24944,4,1,Q3,Yes,4,42,None,NA,34.66,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.05,761.85,0,0,NA,NA,No Churn
9415-DPEWS,1,Female,59,No,No,Yes,Yes,3,1,United States,California,Brooks,95606,"38.809804, -122.241383",38.809804,NA,1367,382,5,NA,Q3,Yes,3,22,Offer D,Yes,4.67,Yes,Yes,NA,NA,No,No,No,No,No,No,No,Yes,Month-to-Month,NA,Bank Withdrawal,75.8,1615.1,0,0,102.74,1717.84,NA
7011-CVEUC,1,Male,26,Yes,No,Yes,No,0,1,United States,California,Capay,NA,"38.681651, -122.130569",38.681651,-122.130569,NA,NA,3,1,NA,NA,5,42,None,No,0,No,Yes,DSL,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,25.1,1097.15,0,0,NA,1097.15,NA
1891-FZYSA,NA,Female,NA,No,NA,NA,No,0,1,United States,California,Carmichael,95608,"38.626128, -121.328011",38.626128,-121.328011,1369,58830,NA,1,Q3,No,0,8,None,Yes,10.91,No,Yes,DSL,16,No,NA,No,No,No,NA,No,Yes,NA,No,NA,44.45,369.3,0,0,NA,456.58000000000004,No Churn
